iteration,total_steps,average_team_return,average_episode_length,average_red_alive,average_blue_alive,actor_loss,critic_loss,entropy,action_mean_abs,action_std,action_min,action_max,value_mean,value_std,nan_detected,opponent_policy,episodes_completed
853,109184,-36.8490,317.4,0.00,2.00,-0.000014,0.014149,0.297944,0.863467,0.624829,-1.000000,1.000000,0.108554,0.130898,0,rule_nearest,320
854,109312,-36.5188,314.3,0.00,2.00,0.000001,1.563852,0.298681,0.871997,0.758651,-1.000000,1.000000,-3.636583,2.345748,0,rule_nearest,321
855,109440,-36.5188,314.3,0.00,2.00,-0.000015,0.018384,0.299228,0.872248,0.625865,-1.000000,1.000000,-0.155540,0.053832,0,rule_nearest,321
856,109568,-36.7571,311.1,0.00,2.00,-0.000005,1.521534,0.299655,0.872199,0.850567,-1.000000,1.000000,-2.586931,2.927489,0,rule_nearest,322
857,109696,-36.7571,311.1,0.00,2.00,-0.001776,0.079561,0.300243,0.869168,0.844937,-1.000000,1.000000,-1.244741,1.769024,0,rule_nearest,322
858,109824,-36.7571,311.1,0.00,2.00,0.000066,0.009224,0.301222,0.860840,0.627237,-1.000000,1.000000,0.003603,0.138236,0,rule_nearest,322
859,109952,-36.3544,310.9,0.00,2.00,-0.000019,1.824934,0.301742,0.874511,0.773464,-1.000000,1.000000,-3.296296,2.276705,0,rule_nearest,323
860,110080,-36.3544,310.9,0.00,2.00,-0.000041,0.003867,0.302354,0.865037,0.641261,-1.000000,1.000000,0.017018,0.043502,0,rule_nearest,323
861,110208,-35.9284,321.5,0.00,2.00,0.000014,1.534676,0.303070,0.873892,0.812636,-1.000000,1.000000,-1.752178,2.599993,0,rule_nearest,324
862,110336,-35.9284,321.5,0.00,2.00,-0.000408,0.062028,0.303687,0.865040,0.836571,-1.000000,1.000000,-2.349539,2.228917,0,rule_nearest,324
863,110464,-35.9284,321.5,0.00,2.00,-0.000030,0.007600,0.304483,0.862478,0.622610,-1.000000,1.000000,0.019331,0.095790,0,rule_nearest,324
864,110592,-35.6268,325.5,0.00,2.00,-0.000030,2.111458,0.305253,0.863871,0.833305,-1.000000,1.000000,-3.135376,2.840680,0,rule_nearest,325
865,110720,-35.6268,325.5,0.00,2.00,-0.001768,0.110297,0.305582,0.861423,0.790933,-1.000000,1.000000,-0.818823,1.705926,0,rule_nearest,325
866,110848,-35.6268,325.5,0.00,2.00,-0.000064,0.023723,0.305571,0.863040,0.627227,-1.000000,1.000000,-0.182419,0.163744,0,rule_nearest,325
867,110976,-36.0861,325.2,0.00,2.00,-0.000411,2.298305,0.305246,0.871010,0.754770,-1.000000,1.000000,-4.275451,2.730343,0,rule_nearest,326
868,111104,-36.0861,325.2,0.00,2.00,0.000035,0.048342,0.305024,0.874086,0.632995,-1.000000,1.000000,0.394834,0.115947,0,rule_nearest,326
869,111232,-35.7083,328.6,0.00,2.00,-0.000004,2.102268,0.304864,0.871780,0.789686,-1.000000,1.000000,-1.493604,2.304253,0,rule_nearest,327
870,111360,-35.7083,328.6,0.00,2.00,-0.000828,0.040609,0.304876,0.867272,0.830877,-1.000000,1.000000,-2.138770,1.987779,0,rule_nearest,327
871,111488,-35.7083,328.6,0.00,2.00,0.000007,0.006050,0.304889,0.862654,0.630112,-1.000000,1.000000,-0.069123,0.094343,0,rule_nearest,327
872,111616,-35.6058,327.2,0.00,2.00,-0.000489,1.649998,0.304963,0.846509,0.810726,-1.000000,1.000000,-2.719870,2.185381,0,rule_nearest,328
873,111744,-35.6058,327.2,0.00,2.00,-0.001310,0.049756,0.305002,0.858458,0.753829,-1.000000,1.000000,-0.455526,1.029031,0,rule_nearest,328
874,111872,-35.6058,327.2,0.00,2.00,0.000008,0.049365,0.305102,0.861851,0.632221,-1.000000,1.000000,-0.346929,0.171958,0,rule_nearest,328
875,112000,-35.8762,328.4,0.00,2.00,-0.000132,2.120555,0.304660,0.854841,0.766394,-1.000000,1.000000,-3.446367,2.483414,0,rule_nearest,329
876,112128,-35.8762,328.4,0.00,2.00,0.000010,0.023803,0.304549,0.864956,0.629797,-1.000000,1.000000,0.303375,0.047898,0,rule_nearest,329
877,112256,-35.7470,333.2,0.00,2.00,-0.000157,2.081433,0.304991,0.865487,0.801335,-1.000000,1.000000,-1.795964,2.715538,0,rule_nearest,330
878,112384,-35.7470,333.2,0.00,2.00,-0.001798,0.076956,0.305701,0.850533,0.832448,-1.000000,1.000000,-2.481887,2.338653,0,rule_nearest,330
879,112512,-35.7470,333.2,0.00,2.00,-0.000055,0.004393,0.306252,0.861396,0.628357,-1.000000,1.000000,-0.081090,0.077490,0,rule_nearest,330
880,112640,-36.0194,333.0,0.00,2.00,-0.000172,1.608479,0.307132,0.842569,0.749505,-1.000000,1.000000,-4.099637,2.592166,0,rule_nearest,331
881,112768,-36.0194,333.0,0.00,2.00,-0.000151,0.009324,0.308261,0.864521,0.627456,-1.000000,1.000000,0.163735,0.060956,0,rule_nearest,331
882,112896,-36.0326,336.3,0.00,2.00,-0.000059,2.102619,0.309205,0.865715,0.743178,-1.000000,1.000000,-1.065232,1.968614,0,rule_nearest,332
883,113024,-36.0326,336.3,0.00,2.00,-0.000428,0.031441,0.309887,0.846302,0.813234,-1.000000,1.000000,-2.688476,2.277311,0,rule_nearest,332
884,113152,-36.0326,336.3,0.00,2.00,-0.000000,0.006605,0.310078,0.860721,0.624931,-1.000000,1.000000,0.056947,0.087900,0,rule_nearest,332
885,113280,-36.3242,336.3,0.00,2.00,-0.000047,1.531904,0.310326,0.841178,0.828348,-1.000000,1.000000,-2.535302,2.653329,0,rule_nearest,333
886,113408,-36.3242,336.3,0.00,2.00,-0.001676,0.046035,0.310628,0.854941,0.825151,-1.000000,1.000000,-0.869653,1.570825,0,rule_nearest,333
887,113536,-36.3242,336.3,0.00,2.00,-0.000112,0.020375,0.311129,0.875218,0.636787,-1.000000,1.000000,-0.136863,0.155560,0,rule_nearest,333
888,113664,-36.4705,339.1,0.00,2.00,-0.000264,2.187408,0.311897,0.829691,0.767215,-1.000000,1.000000,-3.057804,1.924278,0,rule_nearest,334
889,113792,-36.4705,339.1,0.00,2.00,-0.000402,0.003600,0.312413,0.864142,0.625471,-1.000000,1.000000,-0.000549,0.059978,0,rule_nearest,334
890,113920,-36.4931,338.9,0.00,2.00,-0.000018,2.064886,0.312802,0.871059,0.701588,-1.000000,1.000000,-0.677395,1.417248,0,rule_nearest,335
891,114048,-36.4931,338.9,0.00,2.00,-0.002279,0.225557,0.313182,0.828932,0.774986,-1.000000,1.000000,-3.350838,2.425528,0,rule_nearest,335
892,114176,-36.4931,338.9,0.00,2.00,-0.000082,0.007524,0.313843,0.868831,0.624688,-1.000000,1.000000,0.026169,0.119050,0,rule_nearest,335
893,114304,-35.9707,338.8,0.00,2.00,-0.000295,2.089364,0.314122,0.853526,0.833413,-1.000000,1.000000,-2.607250,2.851150,0,rule_nearest,336
894,114432,-35.9707,338.8,0.00,2.00,-0.000880,0.266342,0.314395,0.856547,0.835163,-1.000000,1.000000,-1.733339,2.340487,0,rule_nearest,336
895,114560,-35.9707,338.8,0.00,2.00,-0.000027,0.017518,0.314689,0.861300,0.620474,-1.000000,1.000000,0.135019,0.116393,0,rule_nearest,336
896,114688,-36.7069,336.1,0.00,2.00,-0.000359,1.734724,0.315240,0.862635,0.763780,-1.000000,1.000000,-4.011867,2.611394,0,rule_nearest,337
897,114816,-36.7069,336.1,0.00,2.00,-0.000006,0.010111,0.315414,0.857773,0.620911,-1.000000,1.000000,-0.078915,0.078505,0,rule_nearest,337
898,114944,-36.7620,336.0,0.00,2.00,-0.000104,1.534507,0.315638,0.863701,0.837081,-1.000000,1.000000,-2.608456,3.101425,0,rule_nearest,338
899,115072,-36.7620,336.0,0.00,2.00,-0.005107,0.042506,0.316094,0.853735,0.839918,-1.000000,1.000000,-1.730480,2.199299,0,rule_nearest,338
900,115200,-36.7620,336.0,0.00,2.00,-0.000015,0.009096,0.316912,0.875613,0.635934,-1.000000,1.000000,-0.000387,0.126818,0,rule_nearest,338
901,115328,-36.7844,332.8,0.00,2.00,0.000202,1.605878,0.317775,0.854994,0.757406,-1.000000,1.000000,-3.644109,2.673439,0,rule_nearest,339
902,115456,-36.7844,332.8,0.00,2.00,0.000029,0.010256,0.318593,0.864329,0.629504,-1.000000,1.000000,-0.079015,0.084561,0,rule_nearest,339
903,115584,-36.6828,333.3,0.00,2.00,0.000037,2.098054,0.318511,0.859982,0.785594,-1.000000,1.000000,-1.600492,2.380413,0,rule_nearest,340
904,115712,-36.6828,333.3,0.00,2.00,-0.002477,0.110817,0.318392,0.859912,0.825026,-1.000000,1.000000,-1.987355,2.085129,0,rule_nearest,340
905,115840,-36.6828,333.3,0.00,2.00,-0.000021,0.014325,0.318501,0.869822,0.625944,-1.000000,1.000000,0.119973,0.149543,0,rule_nearest,340
906,115968,-36.5289,334.6,0.00,2.00,-0.000166,1.544132,0.318937,0.844088,0.791435,-1.000000,1.000000,-3.353817,2.412257,0,rule_nearest,341
907,116096,-36.5289,334.6,0.00,2.00,-0.000063,0.227910,0.318941,0.872280,0.709279,-1.000000,1.000000,-0.233972,0.739115,0,rule_nearest,341
908,116224,-36.4796,329.5,0.00,2.00,-0.000160,1.543440,0.318788,0.838280,0.818410,-1.000000,1.000000,-2.217770,2.639512,0,rule_nearest,342
909,116352,-36.4796,329.5,0.00,2.00,-0.003190,0.111234,0.318069,0.846995,0.828958,-1.000000,1.000000,-1.461678,1.624270,0,rule_nearest,342
910,116480,-36.4796,329.5,0.00,2.00,0.000016,0.009749,0.317492,0.862191,0.628870,-1.000000,1.000000,-0.143688,0.107830,0,rule_nearest,342
911,116608,-37.0488,330.3,0.00,2.00,-0.000003,2.108267,0.317027,0.846053,0.802301,-1.000000,1.000000,-3.384429,2.613111,0,rule_nearest,343
912,116736,-37.0488,330.3,0.00,2.00,-0.000003,0.045968,0.316879,0.865927,0.721914,-1.000000,1.000000,-0.181962,1.139093,0,rule_nearest,343
913,116864,-37.4866,325.8,0.00,2.00,-0.000009,1.537810,0.316972,0.862410,0.819394,-1.000000,1.000000,-2.073643,3.001398,0,rule_nearest,344
914,116992,-37.4866,325.8,0.00,2.00,-0.000142,0.082400,0.317138,0.868735,0.846701,-1.000000,1.000000,-2.112604,2.353416,0,rule_nearest,344
915,117120,-37.4866,325.8,0.00,2.00,-0.000008,0.020053,0.317350,0.866189,0.627019,-1.000000,1.000000,-0.159799,0.188187,0,rule_nearest,344
916,117248,-37.9261,322.2,0.00,2.00,-0.000330,1.565070,0.317365,0.860428,0.765944,-1.000000,1.000000,-3.919226,2.647336,0,rule_nearest,345
917,117376,-37.9261,322.2,0.00,2.00,0.000002,0.001624,0.316925,0.873707,0.632630,-1.000000,1.000000,0.045833,0.049100,0,rule_nearest,345
918,117504,-38.1258,322.3,0.00,2.00,-0.000054,2.091736,0.316281,0.865793,0.794505,-1.000000,1.000000,-1.649790,2.684232,0,rule_nearest,346
919,117632,-38.1258,322.3,0.00,2.00,-0.000733,0.040080,0.315811,0.853796,0.832892,-1.000000,1.000000,-2.477862,2.511906,0,rule_nearest,346
920,117760,-38.1258,322.3,0.00,2.00,0.000008,0.014907,0.315509,0.862152,0.628260,-1.000000,1.000000,0.120202,0.143614,0,rule_nearest,346
921,117888,-37.6621,322.4,0.00,2.00,-0.001311,1.546901,0.315355,0.857383,0.760352,-1.000000,1.000000,-4.232186,2.600924,0,rule_nearest,347
922,118016,-37.6621,322.4,0.00,2.00,-0.000236,0.020189,0.314752,0.858269,0.661146,-1.000000,1.000000,-0.077031,0.489668,0,rule_nearest,347
923,118144,-37.7827,321.4,0.00,2.00,-0.000080,1.537372,0.314459,0.855145,0.802082,-1.000000,1.000000,-1.860694,2.695954,0,rule_nearest,348
924,118272,-37.7827,321.4,0.00,2.00,-0.001581,0.233612,0.314311,0.836765,0.831084,-1.000000,1.000000,-1.933158,2.070787,0,rule_nearest,348
925,118400,-37.7827,321.4,0.00,2.00,-0.000192,0.012063,0.314579,0.869074,0.629831,-1.000000,1.000000,-0.091270,0.123675,0,rule_nearest,348
926,118528,-37.3341,323.0,0.00,2.00,0.000282,1.522624,0.314984,0.849607,0.785030,-1.000000,1.000000,-3.694683,2.490856,0,rule_nearest,349
927,118656,-37.3341,323.0,0.00,2.00,-0.000073,0.087193,0.315464,0.859084,0.694009,-1.000000,1.000000,-0.125059,0.843898,0,rule_nearest,349
928,118784,-37.3049,322.3,0.00,2.00,0.000001,2.097945,0.315685,0.871196,0.621344,-1.000000,1.000000,-0.315402,0.163140,0,rule_nearest,350
929,118912,-37.3049,322.3,0.00,2.00,-0.001993,0.108775,0.315683,0.854360,0.750008,-1.000000,1.000000,-3.814270,2.366464,0,rule_nearest,350
930,119040,-37.3049,322.3,0.00,2.00,-0.000024,0.018685,0.315436,0.874851,0.624007,-1.000000,1.000000,0.230912,0.052373,0,rule_nearest,350
931,119168,-37.9520,326.8,0.00,2.00,0.000022,2.079064,0.314955,0.867408,0.763719,-1.000000,1.000000,-1.171627,2.278929,0,rule_nearest,351
932,119296,-37.9520,326.8,0.00,2.00,-0.001779,0.148572,0.314679,0.860242,0.810010,-1.000000,1.000000,-3.244692,2.612239,0,rule_nearest,351
933,119424,-37.9520,326.8,0.00,2.00,-0.000025,0.016391,0.314554,0.860602,0.623579,-1.000000,1.000000,0.068492,0.140341,0,rule_nearest,351
934,119552,-37.8370,331.9,0.00,2.00,-0.000092,2.089487,0.315134,0.867119,0.842316,-1.000000,1.000000,-2.661388,2.876723,0,rule_nearest,352
935,119680,-37.8370,331.9,0.00,2.00,-0.000389,0.044966,0.316040,0.857468,0.818296,-1.000000,1.000000,-1.229930,1.636183,0,rule_nearest,352
936,119808,-37.8370,331.9,0.00,2.00,-0.000006,0.001747,0.317091,0.873074,0.629678,-1.000000,1.000000,-0.057476,0.040254,0,rule_nearest,352
937,119936,-37.9589,331.5,0.00,2.00,-0.000170,2.139457,0.317660,0.862379,0.770434,-1.000000,1.000000,-3.635705,2.615013,0,rule_nearest,353
938,120064,-37.9589,331.5,0.00,2.00,0.000495,0.005756,0.318038,0.863942,0.619109,-1.000000,1.000000,0.037644,0.077089,0,rule_nearest,353
939,120192,-37.8397,335.6,0.00,2.00,-0.000014,2.098927,0.318244,0.869602,0.709346,-1.000000,1.000000,-0.805808,1.538946,0,rule_nearest,354
940,120320,-37.8397,335.6,0.00,2.00,-0.002380,0.079178,0.318618,0.862870,0.793854,-1.000000,1.000000,-3.316368,2.681400,0,rule_nearest,354
941,120448,-37.8397,335.6,0.00,2.00,-0.000488,0.025192,0.318896,0.872433,0.625057,-1.000000,1.000000,0.249825,0.107655,0,rule_nearest,354
942,120576,-37.1403,339.3,0.00,2.00,-0.000136,2.087997,0.318999,0.853163,0.830715,-1.000000,1.000000,-2.235835,2.645134,0,rule_nearest,355
943,120704,-37.1403,339.3,0.00,2.00,-0.001473,0.053309,0.318766,0.860116,0.837121,-1.000000,1.000000,-1.377563,1.716717,0,rule_nearest,355
944,120832,-37.1403,339.3,0.00,2.00,-0.000013,0.030393,0.318645,0.861661,0.628805,-1.000000,1.000000,-0.281170,0.132300,0,rule_nearest,355
945,120960,-37.0380,339.7,0.00,2.00,0.000089,2.131008,0.319005,0.860584,0.793976,-1.000000,1.000000,-3.173802,2.295060,0,rule_nearest,356
946,121088,-37.0380,339.7,0.00,2.00,0.000087,0.059726,0.319578,0.873343,0.733156,-1.000000,1.000000,-0.039016,0.958681,0,rule_nearest,356
947,121216,-37.3261,339.7,0.00,2.00,-0.000040,1.529216,0.320116,0.857529,0.784808,-1.000000,1.000000,-1.388050,2.564673,0,rule_nearest,357
948,121344,-37.3261,339.7,0.00,2.00,-0.000563,0.086456,0.320747,0.861899,0.832345,-1.000000,1.000000,-2.499844,2.295620,0,rule_nearest,357
949,121472,-37.3261,339.7,0.00,2.00,-0.000010,0.011204,0.321240,0.862879,0.633134,-1.000000,1.000000,-0.131432,0.127776,0,rule_nearest,357
950,121600,-37.3202,342.7,0.00,2.00,-0.000032,2.090520,0.321349,0.868050,0.846050,-1.000000,1.000000,-2.807143,2.797623,0,rule_nearest,358
951,121728,-37.3202,342.7,0.00,2.00,-0.002177,0.067039,0.320411,0.865678,0.826906,-1.000000,1.000000,-0.700239,1.681034,0,rule_nearest,358
952,121856,-37.3202,342.7,0.00,2.00,-0.000004,0.032303,0.319672,0.865272,0.627876,-1.000000,1.000000,-0.148269,0.162200,0,rule_nearest,358
953,121984,-37.6379,344.5,0.00,2.00,-0.000067,2.093639,0.318816,0.870993,0.766329,-1.000000,1.000000,-3.432687,2.159344,0,rule_nearest,359
954,122112,-37.6379,344.5,0.00,2.00,-0.000073,0.003838,0.317692,0.859534,0.632376,-1.000000,1.000000,0.081875,0.051704,0,rule_nearest,359
955,122240,-37.8067,344.9,0.00,2.00,-0.000081,2.087492,0.316515,0.872413,0.704564,-1.000000,1.000000,-0.644073,1.425318,0,rule_nearest,360
956,122368,-37.8067,344.9,0.00,2.00,-0.002141,0.051589,0.315155,0.862992,0.790766,-1.000000,1.000000,-2.848866,2.261920,0,rule_nearest,360
957,122496,-37.8067,344.9,0.00,2.00,0.000015,0.006083,0.313944,0.869678,0.619347,-1.000000,1.000000,0.049343,0.100090,0,rule_nearest,360
958,122624,-36.7914,342.0,0.00,2.00,-0.000016,1.528202,0.313514,0.857171,0.836565,-1.000000,1.000000,-2.191359,2.471975,0,rule_nearest,361
959,122752,-36.7914,342.0,0.00,2.00,-0.001233,0.054707,0.313551,0.858905,0.830327,-1.000000,1.000000,-0.968172,1.435329,0,rule_nearest,361
960,122880,-36.7759,337.2,0.00,2.00,0.000018,1.529471,0.313798,0.860457,0.721412,-1.000000,1.000000,-0.622904,1.748079,0,rule_nearest,362
961,123008,-36.7759,337.2,0.00,2.00,-0.000291,0.108483,0.313623,0.847097,0.795611,-1.000000,1.000000,-2.642548,2.094351,0,rule_nearest,362
962,123136,-36.7759,337.2,0.00,2.00,-0.000030,0.016475,0.313339,0.868062,0.635071,-1.000000,1.000000,-0.198870,0.067913,0,rule_nearest,362
963,123264,-36.6288,332.4,0.00,2.00,-0.000084,1.563371,0.313234,0.838337,0.735835,-1.000000,1.000000,-3.848915,2.342576,0,rule_nearest,363
964,123392,-36.6288,332.4,0.00,2.00,-0.000012,0.012223,0.313196,0.859336,0.621483,-1.000000,1.000000,-0.171025,0.087908,0,rule_nearest,363
965,123520,-36.3685,331.7,0.00,2.00,-0.000052,1.515234,0.312802,0.866155,0.765344,-1.000000,1.000000,-1.203048,2.406451,0,rule_nearest,364
966,123648,-36.3685,331.7,0.00,2.00,-0.001134,0.148738,0.312702,0.858776,0.815900,-1.000000,1.000000,-2.693443,2.738364,0,rule_nearest,364
967,123776,-36.3685,331.7,0.00,2.00,-0.000002,0.028537,0.312630,0.867542,0.634923,-1.000000,1.000000,0.264911,0.167780,0,rule_nearest,364
968,123904,-36.2992,332.3,0.00,2.00,0.000154,2.093765,0.312442,0.857301,0.842507,-1.000000,1.000000,-2.653148,2.692978,0,rule_nearest,365
969,124032,-36.2992,332.3,0.00,2.00,-0.000621,0.047153,0.312229,0.847681,0.823776,-1.000000,1.000000,-1.048881,1.422769,0,rule_nearest,365
970,124160,-36.2992,332.3,0.00,2.00,-0.000004,0.036862,0.312444,0.868117,0.634807,-1.000000,1.000000,-0.299646,0.163099,0,rule_nearest,365
971,124288,-36.1673,331.6,0.00,2.00,0.000027,2.132999,0.312534,0.856139,0.764535,-1.000000,1.000000,-3.062701,2.100081,0,rule_nearest,366
972,124416,-36.1673,331.6,0.00,2.00,0.000004,0.064262,0.312751,0.873112,0.628983,-1.000000,1.000000,0.345995,0.091675,0,rule_nearest,366
973,124544,-35.8449,330.5,0.00,2.00,0.000006,1.536201,0.312946,0.853338,0.832994,-1.000000,1.000000,-2.277056,2.688974,0,rule_nearest,367
974,124672,-35.8449,330.5,0.00,2.00,-0.001746,0.109341,0.313255,0.846001,0.834187,-1.000000,1.000000,-1.611410,1.657614,0,rule_nearest,367
975,124800,-35.8449,330.5,0.00,2.00,-0.000013,0.060482,0.313661,0.860885,0.630627,-1.000000,1.000000,-0.418823,0.197099,0,rule_nearest,367
976,124928,-36.1181,330.1,0.00,2.00,0.000145,2.090569,0.314071,0.852315,0.782177,-1.000000,1.000000,-3.532933,2.363739,0,rule_nearest,368
977,125056,-36.1181,330.1,0.00,2.00,-0.000328,0.062840,0.314458,0.863607,0.720030,-1.000000,1.000000,0.006064,0.967558,0,rule_nearest,368
978,125184,-36.0347,326.9,0.00,2.00,-0.000002,1.550770,0.314684,0.872467,0.813748,-1.000000,1.000000,-1.411523,2.928188,0,rule_nearest,369
979,125312,-36.0347,326.9,0.00,2.00,0.000151,0.045327,0.314960,0.872115,0.843857,-1.000000,1.000000,-2.261265,2.345438,0,rule_nearest,369
980,125440,-36.0347,326.9,0.00,2.00,-0.000002,0.057220,0.315240,0.866433,0.630860,-1.000000,1.000000,-0.394026,0.150086,0,rule_nearest,369
981,125568,-35.8530,325.2,0.00,2.00,-0.000205,1.527244,0.315372,0.860243,0.794007,-1.000000,1.000000,-3.816747,2.761014,0,rule_nearest,370
982,125696,-35.8530,325.2,0.00,2.00,-0.001321,0.206410,0.315238,0.867344,0.746979,-1.000000,1.000000,-0.007505,1.354596,0,rule_nearest,370
983,125824,-36.3022,324.8,0.00,2.00,-0.000012,1.590180,0.315153,0.874138,0.676194,-1.000000,1.000000,-0.646868,1.228348,0,rule_nearest,371
984,125952,-36.3022,324.8,0.00,2.00,0.000215,0.182748,0.314934,0.859771,0.779689,-1.000000,1.000000,-3.910312,2.865898,0,rule_nearest,371
985,126080,-36.3022,324.8,0.00,2.00,-0.000020,0.025014,0.314814,0.859017,0.635223,-1.000000,1.000000,0.189067,0.118588,0,rule_nearest,371
986,126208,-36.1793,329.6,0.00,2.00,0.000010,2.106706,0.314471,0.865490,0.835385,-1.000000,1.000000,-2.287095,2.815992,0,rule_nearest,372
987,126336,-36.1793,329.6,0.00,2.00,-0.000691,0.086930,0.314286,0.873791,0.851547,-1.000000,1.000000,-1.563318,2.050050,0,rule_nearest,372
988,126464,-36.1793,329.6,0.00,2.00,-0.000034,0.002007,0.313887,0.871005,0.624223,-1.000000,1.000000,-0.033575,0.058409,0,rule_nearest,372
989,126592,-35.6490,330.7,0.00,2.00,-0.000005,1.615628,0.313336,0.858279,0.750914,-1.000000,1.000000,-3.359634,2.263124,0,rule_nearest,373
990,126720,-35.6490,330.7,0.00,2.00,-0.000007,0.010430,0.313039,0.872228,0.629744,-1.000000,1.000000,-0.093968,0.052509,0,rule_nearest,373
991,126848,-35.7482,329.1,0.00,2.00,-0.000018,1.536869,0.313088,0.862931,0.843245,-1.000000,1.000000,-2.759111,2.769265,0,rule_nearest,374
992,126976,-35.7482,329.1,0.00,2.00,-0.001046,0.040167,0.313666,0.874102,0.834667,-1.000000,1.000000,-0.946256,1.410478,0,rule_nearest,374
993,127104,-35.7482,329.1,0.00,2.00,0.000025,0.012920,0.314494,0.871351,0.633126,-1.000000,1.000000,0.000714,0.161603,0,rule_nearest,374
994,127232,-35.8812,328.4,0.00,2.00,-0.000467,2.127280,0.315084,0.861753,0.755000,-1.000000,1.000000,-3.526666,2.368780,0,rule_nearest,375
995,127360,-35.8812,328.4,0.00,2.00,0.000017,0.011004,0.315607,0.867201,0.628540,-1.000000,1.000000,0.212210,0.057560,0,rule_nearest,375
996,127488,-35.8218,328.6,0.00,2.00,-0.000619,2.074984,0.315822,0.870510,0.718573,-1.000000,1.000000,-0.783545,1.568021,0,rule_nearest,376
997,127616,-35.8218,328.6,0.00,2.00,-0.000049,0.049849,0.316337,0.858004,0.791392,-1.000000,1.000000,-2.633725,2.089538,0,rule_nearest,376
998,127744,-35.8218,328.6,0.00,2.00,-0.000100,0.006478,0.317241,0.870878,0.634764,-1.000000,1.000000,-0.007881,0.107587,0,rule_nearest,376
999,127872,-35.7215,331.0,0.00,2.00,-0.000139,1.534315,0.318137,0.866975,0.840489,-1.000000,1.000000,-2.535395,2.389024,0,rule_nearest,377
1000,128000,-35.7215,331.0,0.00,2.00,-0.004727,0.029285,0.318354,0.871265,0.800079,-1.000000,1.000000,-0.689288,1.224735,0,rule_nearest,377
1001,128128,-35.7215,331.0,0.00,2.00,-0.000039,0.032869,0.318467,0.860811,0.633631,-1.000000,1.000000,-0.250463,0.171776,0,rule_nearest,377
1002,128256,-35.5917,331.0,0.00,2.00,-0.000035,2.182851,0.318495,0.861085,0.761669,-1.000000,1.000000,-3.208193,2.124659,0,rule_nearest,378
1003,128384,-35.5917,331.0,0.00,2.00,-0.000009,0.016940,0.318768,0.872519,0.629512,-1.000000,1.000000,0.224353,0.067550,0,rule_nearest,378
1004,128512,-35.9788,329.5,0.00,2.00,0.000022,1.527929,0.318860,0.867762,0.843071,-1.000000,1.000000,-2.795091,2.852725,0,rule_nearest,379
1005,128640,-35.9788,329.5,0.00,2.00,-0.000016,0.083042,0.319155,0.859948,0.802411,-1.000000,1.000000,-1.239165,1.555251,0,rule_nearest,379
1006,128768,-36.0232,327.7,0.00,2.00,0.000010,1.516624,0.319341,0.868161,0.697276,-1.000000,1.000000,-0.637049,1.420293,0,rule_nearest,380
1007,128896,-36.0232,327.7,0.00,2.00,-0.001487,0.059290,0.319120,0.865611,0.792284,-1.000000,1.000000,-3.444577,2.706103,0,rule_nearest,380
1008,129024,-36.0232,327.7,0.00,2.00,0.000005,0.035267,0.318750,0.862171,0.634966,-1.000000,1.000000,0.291103,0.143577,0,rule_nearest,380
1009,129152,-35.9727,328.8,0.00,2.00,-0.000013,2.098999,0.318500,0.862693,0.836806,-1.000000,1.000000,-2.582833,2.940984,0,rule_nearest,381
1010,129280,-35.9727,328.8,0.00,2.00,-0.000009,0.256320,0.318415,0.867427,0.847510,-1.000000,1.000000,-1.456405,1.994600,0,rule_nearest,381
1011,129408,-36.1389,323.5,0.00,2.00,-0.000031,1.529037,0.318267,0.866717,0.700889,-1.000000,1.000000,-0.603267,1.693359,0,rule_nearest,382
1012,129536,-36.1389,323.5,0.00,2.00,-0.000007,0.165666,0.318288,0.874410,0.799560,-1.000000,1.000000,-3.747450,2.647417,0,rule_nearest,382
1013,129664,-36.1389,323.5,0.00,2.00,0.000012,0.014632,0.318495,0.869057,0.633324,-1.000000,1.000000,-0.232869,0.078643,0,rule_nearest,382
1014,129792,-36.7524,327.1,0.00,2.00,-0.001145,2.095372,0.318685,0.866114,0.840854,-1.000000,1.000000,-2.882812,3.387090,0,rule_nearest,383
1015,129920,-36.7524,327.1,0.00,2.00,-0.001315,0.409372,0.318954,0.866252,0.841700,-1.000000,1.000000,-1.939419,2.884313,0,rule_nearest,383
1016,130048,-36.7524,327.1,0.00,2.00,-0.001687,0.015360,0.319338,0.869811,0.626647,-1.000000,1.000000,0.199321,0.120970,0,rule_nearest,383
1017,130176,-36.7131,326.9,0.00,2.00,-0.002903,1.781400,0.319786,0.857931,0.751620,-1.000000,1.000000,-4.689495,2.869504,0,rule_nearest,384
1018,130304,-36.7131,326.9,0.00,2.00,-0.000033,0.006765,0.320258,0.869750,0.630261,-1.000000,1.000000,-0.054841,0.099629,0,rule_nearest,384
1019,130432,-36.5938,327.6,0.00,2.00,-0.000027,2.078390,0.320628,0.868776,0.784045,-1.000000,1.000000,-1.569690,2.343359,0,rule_nearest,385
1020,130560,-36.5938,327.6,0.00,2.00,-0.000051,0.114940,0.320655,0.864081,0.826572,-1.000000,1.000000,-2.205139,2.278499,0,rule_nearest,385
1021,130688,-36.5938,327.6,0.00,2.00,0.000004,0.029805,0.320758,0.869260,0.628613,-1.000000,1.000000,0.274789,0.177391,0,rule_nearest,385
1022,130816,-36.6749,324.5,0.00,2.00,0.000058,1.575970,0.320902,0.848698,0.759213,-1.000000,1.000000,-3.934098,2.442074,0,rule_nearest,386
