team,shooter_id,target_id,missile_id,current_step,physics_frame,range_m,AO_rad,AO_deg,TA_rad,TA_deg,relative_distance_3d_m,horizontal_range_m,altitude_diff_m,shooter_speed_mps,target_speed_mps,closing_speed_mps,shooter_alt_m,target_alt_m,target_alive_at_launch,raw_termination_reason,termination_reason,is_success,flight_time_sec,launch_step,termination_step,step_delta,target_alive_at_termination,pn_guidance_frames,pn_nonzero_command_frames,maximum_command_g
blue,blue_0,red_1,m2,128,1534,3562.9603885118863,0.7611536387331449,43.61089106043459,2.940550938462281,168.48115821712216,3562.9603885118863,3481.656465924439,756.8057765314134,298.1635150020538,263.636070412896,-40.018079803625525,4907.222739534259,5664.028516065672,True,hit,hit,True,6.483333333333316,128,161,33,False,388,388,30.000000000000007
blue,blue_1,red_2,m3,131,1565,3271.2321085726353,0.7544562686111761,43.22716001860876,3.0765153467721045,176.2713449772685,3271.2321085726353,3081.0802314576845,1099.046912318683,294.1552464597154,272.9214701625892,-19.96218231992514,5619.284172002422,6718.331084321105,True,hit,hit,True,6.1499999999999835,131,162,31,False,368,368,30.000000000000004
blue,blue_2,red_2,m0,85,1011,1369.9208836584978,0.6742402179128841,38.63111886438919,1.5712462165815237,90.02577678601978,1369.9208836584978,1335.6366901133754,-304.5617499074151,298.36411125843125,266.47289349245017,218.7489489030631,5820.6231106028445,5516.061360695429,True,overshoot,miss,False,2.2999999999999967,85,96,11,True,138,138,30.000000000000007
blue,blue_2,red_0,m4,218,2614,8664.572652573612,0.7326752083196784,41.97919719058595,2.446570846223337,140.17818376834757,8664.572652573612,6801.960159935945,-5367.3230976316945,245.01615430499425,294.665337146206,-83.45246165802718,6011.97558670261,644.652489070915,True,target_dead,miss,False,3.3333333333333264,218,235,17,False,199,199,18.34754720394081
blue,blue_2,red_2,m2,141,1681,3278.7930163985243,0.7361254052137417,42.17687891110492,2.685135664989647,153.8469410239605,3278.7930163985243,3264.365614360345,-307.24709952339526,298.327469806493,289.4265654796654,-28.659092314752833,4435.290016166328,4128.042916642933,True,overshoot,miss,False,5.13333333333332,141,166,25,True,308,308,30.000000000000007
blue,blue_0,red_0,m1,138,1651,3356.5824663117787,0.7285640428411314,41.743644759785326,2.7711993804041057,158.778028686424,3356.5824663117787,2955.004533415035,1592.040847669511,295.4756279847136,273.363225008038,-0.6086692028754488,3220.9912773178085,4813.03212498732,True,hit,hit,True,5.816666666666651,138,167,29,False,348,348,30.000000000000004
blue,blue_0,red_1,m3,145,1740,3241.9308809346544,0.721532663437834,41.340776395821166,2.8590369530500244,163.81075088170888,3241.9308809346544,2094.941635274608,2474.1332586485105,290.8261204498196,292.8233454162391,156.21563606427674,3145.4515658247465,5619.584824473257,True,hit,hit,True,4.683333333333322,145,169,24,False,280,280,23.0554900563189
blue,blue_0,red_0,m0,85,1011,2201.900869447876,0.48673989256277234,27.88814156449798,1.8380403575601854,105.31195506291537,2201.900869447876,2196.252095635696,157.62033907820114,293.688754898231,241.2323042961571,203.59005623432557,5658.620804802448,5816.241143880649,True,overshoot,miss,False,4.24999999999999,85,106,21,True,255,255,30.000000000000007
blue,blue_0,red_0,m1,106,1266,1775.9270046690626,0.6458644991155964,37.00530993665456,2.9917106254855312,171.4123923647646,1775.9270046690626,1765.4652298366082,192.48181251952337,298.4861319770589,249.88268157808375,-4.234433003787486,5346.119781168574,5538.601593688098,True,hit,hit,True,3.3166666666666598,106,122,16,False,198,198,30.000000000000007
blue,blue_1,red_2,m4,170,2035,8723.281770169822,0.6950292184542423,39.822240855704194,2.4654976597911586,141.26261030541468,8723.281770169822,7824.995960051201,-3855.5263022004565,242.90568796124603,316.43753853978103,-101.842518386541,6936.543417849731,3081.0171156492743,True,hit,hit,True,17.933333333333596,170,260,90,False,1075,1075,9.546901407479032
blue,blue_2,red_1,m2,165,1969,6552.032346596358,0.7322347774638902,41.953962361381954,2.744388419696179,157.2418737931687,6552.032346596358,6506.327843257356,-772.5450581675191,301.57943463821215,311.3276739631413,-34.190547970798924,3940.330676775677,3167.785618608158,True,overshoot,miss,False,2.666666666666662,165,178,13,True,160,160,30.000000000000007
blue,blue_2,red_1,m3,178,2129,6532.0647710520125,0.22516819491295792,12.901187249091581,3.0434623151601383,174.37754576579036,6532.0647710520125,6470.310602188954,-896.0752671623018,299.61630242515275,312.5868564291217,32.0154898167189,3488.024039564474,2591.9487724021724,True,overshoot,miss,False,6.11666666666665,178,208,30,True,367,367,30.000000000000007
blue,blue_1,red_2,m0,83,985,1181.5056839493689,0.6516029320746313,37.33409792622603,1.5744216008464118,90.20771290273012,1181.5056839493689,1032.1672742541123,-574.9664330754467,296.6666504391315,285.232066081025,205.7852351065803,5481.647961926026,4906.6815288505795,True,overshoot,miss,False,1.8499999999999983,83,92,9,True,111,111,30.000000000000007
blue,blue_2,red_0,m1,93,1106,1676.2292267731484,0.5528324868847079,31.674968276215196,1.5729835571935844,90.12531907066753,1676.2292267731484,1648.6748320567972,302.68088613422424,295.7677542845151,255.04226810184136,258.6640549707124,6243.935149538684,6546.616035672908,True,overshoot,miss,False,2.7666666666666617,93,106,13,True,166,166,30.000000000000007
blue,blue_1,red_2,m2,129,1544,2407.05885809191,0.7353403280438761,42.13189730267955,2.2475108217099544,128.77288449396002,2407.05885809191,2331.7140363363415,-597.5299147915662,300.0421729103605,305.4505252218402,51.62707035006905,4032.7467938835875,3435.2168790920214,True,overshoot,miss,False,7.949999999999977,129,169,40,True,477,477,30.000000000000007
blue,blue_0,red_2,m3,169,2021,2564.251156305061,0.0615054753907898,3.524004156838003,2.749196271991374,157.51734343820564,2564.251156305061,2479.2026313513406,-654.9338175055789,299.6410677301596,302.7832447407778,56.15289385551536,2138.5014664108253,1483.5676489052464,True,hit,hit,True,4.716666666666655,169,192,23,False,282,282,30.000000000000004
blue,blue_2,red_0,m4,173,2070,3845.5189727855773,0.7257456004731138,41.58215990729706,3.0813973587381747,176.55106365845668,3845.5189727855773,3484.4684991198505,-1626.8052891158477,303.05508280948675,314.72583871583754,-63.97795721838596,4635.611661567675,3008.806372451827,True,hit,hit,True,7.616666666666645,173,211,38,False,456,456,30.000000000000007
blue,blue_2,red_2,m0,128,1526,2536.8545122116143,0.7322438216537913,41.954480555292406,2.7730077922457514,158.88164305257177,2536.8545122116143,2516.2843025783336,-322.40366735863563,299.3673260002977,313.72684432416264,-30.532107056474988,3574.049585113453,3251.645917754817,True,overshoot,miss,False,2.1833333333333305,128,138,10,True,131,131,30.000000000000007
blue,blue_1,red_1,m1,135,1610,2518.831503924615,0.7518171611621071,43.07595030009556,3.0450455811385355,174.46826022419916,2518.831503924615,2495.850397900207,-339.47450046287076,297.20626399688524,277.91243365964084,-41.71809257173269,2882.0847435829896,2542.610243120119,True,overshoot,miss,False,2.066666666666664,135,145,10,True,124,124,30.000000000000007
blue,blue_0,red_0,m3,142,1701,3188.7077391019093,0.736053953256806,42.17278501553456,2.6572499979468485,152.2492099935011,3188.7077391019093,3188.6705227837847,-15.405925424883208,299.0888303678787,301.74142705179787,60.32781825973073,4401.633518762394,4386.22759333751,True,p_hit_fail,miss,False,5.566666666666652,142,170,28,True,333,333,29.03848571828752
blue,blue_2,red_2,m2,139,1657,2525.736916207596,0.25250619013326325,14.467538995563894,2.995212477269643,171.61303369247454,2525.736916207596,2494.9348495267427,-393.25191227866617,297.850167148284,306.17068323852266,21.453104792585215,3157.4938248914036,2764.2419126127375,True,overshoot,miss,False,7.333333333333313,139,175,36,True,440,440,30.000000000000007
blue,blue_1,red_1,m4,145,1734,2538.5413690584332,0.5239699899980533,30.021269018400414,3.0010306503847684,171.94639045644772,2538.5413690584332,2523.371781987547,-277.10491206410416,301.54094608982643,285.1864528159134,7.787984022776414,2481.533632633861,2204.428720569757,True,overshoot,miss,False,7.733333333333311,145,184,39,True,464,464,30.000000000000007
blue,blue_0,red_0,m5,170,2035,2811.7069501224114,0.10557167335279247,6.048811319248745,3.0073567373790335,172.30884854205172,2811.7069501224114,2698.664886213623,-789.2425516178682,303.6797996336198,305.69427133389127,43.64085118018836,3782.1436477181287,2992.9010961002605,True,hit,hit,True,5.2999999999999865,170,196,26,False,317,317,30.000000000000004
blue,blue_1,red_2,m0,131,1564,3088.532815985664,0.7382562138258231,42.298965251527314,2.1635522212286897,123.96241103255852,3088.532815985664,2755.3289338644768,-1395.4201595324548,298.97634051670684,314.99037069140496,-5.801541028331016,3589.1331856249253,2193.7130260924705,True,hit,hit,True,5.916666666666651,131,160,29,False,354,354,30.000000000000007
blue,blue_1,red_0,m1,140,1669,3269.5089011938626,0.7545597831451859,43.233090964525786,3.1219598324292166,178.87512220756383,3269.5089011938626,3260.043352442016,248.60771344533669,298.8485975818321,285.0688650996633,-67.8697884668398,3172.749039145998,3421.3567525913345,True,hit,hit,True,6.033333333333317,140,170,30,False,361,361,30.000000000000007
blue,blue_0,red_1,m2,171,2045,4900.872580051403,0.6737444333553372,38.602712501693986,2.5037936812736796,143.45681070850546,4900.872580051403,4887.461871175052,-362.3099553003676,300.93942107498924,318.34400311317864,43.93492670648699,3463.9034873144738,3101.593532014106,True,overshoot,miss,False,2.7833333333333283,171,185,14,True,167,167,30.000000000000007
blue,blue_0,red_1,m3,185,2212,4832.98387739678,0.3859506036645213,22.113340690503435,2.6540287192415204,152.06464431905042,4832.98387739678,4813.006925413931,-438.9732282209875,299.29059408650846,308.70744223489584,29.95934447960438,2906.5208910381402,2467.5476628171527,True,overshoot,miss,False,3.399999999999993,185,202,17,True,204,204,30.000000000000004
blue,blue_2,red_1,m4,202,2416,4177.9232921557095,0.038042706320496535,2.179686513420113,2.9336931118511727,168.08823369567315,4177.9232921557095,4145.283913817096,-521.2142639897943,298.5477578093302,309.9062944984853,28.113569401750503,2354.647077601376,1833.4328136115819,True,overshoot,miss,False,3.26666666666666,202,218,16,True,196,196,30.000000000000007
blue,blue_0,red_1,m0,87,1041,1328.1531788610187,0.7539833890130493,43.20006601341825,1.5745259169328945,90.2136897742209,1328.1531788610187,816.1304229983929,-1047.817731848003,301.4698487421234,298.7859087824924,55.410460032359246,5503.1557090026,4455.337977154597,True,overshoot,miss,False,2.083333333333331,87,98,11,True,125,125,30.000000000000007
blue,blue_2,red_1,m5,218,2612,4107.643738321988,0.139308277887321,7.981776374179146,3.030069205894114,173.6101771302896,4107.643738321988,3968.299248074149,-1060.8195693471994,299.5107122934486,309.2184303159926,12.13656412345616,2288.3657922895927,1227.5462229423933,True,overshoot,miss,False,3.3333333333333264,218,235,17,True,200,200,30.000000000000007
blue,blue_0,red_2,m1,91,1088,2393.2069601016888,0.6797405668130907,38.946265642220446,1.573097658635568,90.13185660172955,2393.2069601016888,1364.037653310031,-1966.4284462526548,301.53219902949644,298.89842273234876,34.30080299828167,5407.700790176052,3441.272343923397,True,overshoot,miss,False,6.6999999999999815,91,125,34,True,402,402,30.000000000000007
blue,blue_1,red_2,m2,125,1490,2230.9088058434227,0.6278242831693217,35.971681701428416,2.518933975001036,144.3242856396714,2230.9088058434227,1891.146574370404,-1183.4351415421174,298.5101544328241,301.75371336509414,-29.457489323869936,3469.543496686046,2286.1083551439287,True,hit,hit,True,4.699999999999989,125,148,23,False,281,281,30.000000000000007
blue,blue_2,red_0,m4,148,1766,3045.593355966299,0.72167587961408,41.34898207827807,2.4060106965210117,137.85425837398552,3045.593355966299,3034.1846854549376,-263.3670147470716,298.62737619005884,283.74040262634907,18.725560000519927,2453.114705658719,2189.747690911647,True,hit,hit,True,5.816666666666651,148,177,29,False,348,348,30.000000000000007
blue,blue_2,red_1,m3,145,1736,3926.5687009459966,0.7326258083867497,41.97636678292091,2.8514251515081988,163.37462677887112,3926.5687009459966,3885.0480836351776,-569.5113265698606,298.70345072860425,299.8950635746678,-28.274343881925894,2573.531262491696,2004.0199359218354,True,hit,hit,True,7.416666666666646,145,182,37,False,444,444,30.000000000000007
blue,blue_1,red_2,m0,80,952,2056.981778471847,0.6359789573314688,36.43891011422383,1.8123807202157955,103.84176613924556,2056.981778471847,1911.877578177456,-758.8795444782445,299.96159311481716,285.49465387727116,169.8629989980622,5735.954513520417,4977.074969042173,True,overshoot,miss,False,6.399999999999983,80,112,32,True,384,384,30.000000000000007
blue,blue_2,red_2,m1,117,1400,2568.671356613969,0.755334405660619,43.27747356537591,2.8763723076941083,164.8039935391774,2568.671356613969,2477.2790801028,-679.0882840795234,302.92333295423487,310.0558450702616,-83.05626209455534,4280.15473906227,3601.0664549827466,True,hit,hit,True,5.2999999999999865,117,144,27,False,317,317,30.000000000000007
blue,blue_1,red_2,m0,93,1116,2407.066223496372,0.62239008492239,35.66032507684184,1.5877274998097306,90.97008475595578,2407.066223496372,1008.2576824053125,-2185.722820983428,302.4145925371383,306.18629348676757,17.23964817400514,5038.4618422066305,2852.7390212232026,True,overshoot,miss,False,5.2166666666666535,93,119,26,True,313,313,30.000000000000007
blue,blue_1,red_0,m2,123,1474,2753.633363439929,0.7681665925701782,44.01270371721667,2.8703797703113123,164.46064643856883,2753.633363439929,2021.8391196710434,-1869.4018493671488,302.8159646641511,296.5105333741126,-88.92514172503641,4073.433965554754,2204.0321161876054,True,target_dead,miss,False,8.966666666666692,123,168,45,False,537,537,30.000000000000007
blue,blue_0,red_1,m1,95,1136,3670.8719711836975,0.40053627893333155,22.949038324754603,1.5741237834639925,90.19064922365186,3670.8719711836975,1594.8078934573186,-3306.340698081236,298.6100389105145,309.8184916850912,-8.82543037404173,5544.769150690674,2238.428452609438,True,p_hit_fail,miss,False,6.949999999999981,95,130,35,True,416,416,30.000000000000004
blue,blue_0,red_0,m3,126,1503,2581.3957122900742,0.7343118745375395,42.07297125734104,2.874322051704379,164.6865225240445,2581.3957122900742,2418.9585621819083,-901.2454148989682,300.96110249227894,334.2920056818418,-61.09791042110402,3908.3348672292914,3007.089452330323,True,overshoot,miss,False,2.033333333333331,126,136,10,True,122,122,30.000000000000007
blue,blue_1,red_2,m2,125,1500,2673.096928850097,0.7331972054595408,42.00910542361797,2.60905790847666,149.48800666094243,2673.096928850097,2088.384001536957,-1668.5620914884491,304.3042840040471,288.9994109208875,-62.57009453983939,3601.1203097243374,1932.5582182358883,True,overshoot,miss,False,2.366666666666663,125,137,12,True,142,142,30.000000000000007
blue,blue_2,red_1,m4,130,1553,2765.016357297912,0.20117692066248352,11.526588489398511,3.1074756122821423,178.0452375235981,2765.016357297912,859.4094392700995,-2628.065994570621,306.08401359852405,303.190042056682,76.34570843011956,3251.7811444403396,623.7151498697185,True,hit,hit,True,4.716666666666655,130,153,23,False,282,282,26.683478268095133
