team,shooter_id,target_id,missile_id,current_step,physics_frame,range_m,AO_rad,AO_deg,TA_rad,TA_deg,relative_distance_3d_m,horizontal_range_m,altitude_diff_m,shooter_speed_mps,target_speed_mps,closing_speed_mps,shooter_alt_m,target_alt_m,target_alive_at_launch,termination_reason,is_success,flight_time_sec,launch_step,termination_step,step_delta,target_alive_at_termination
blue,blue_0,red_1,m1,70,838,3108.4877552171156,0.6810215762667476,39.01966207743135,1.6706823719118544,95.72304881745501,3156.5415123515268,3108.4877552171156,-548.6877024899695,339.79076879918614,256.9327793823572,216.86554660857544,5546.95846426149,4998.2707617715205,True,hit,True,6.26666666666665,70,102,32,False
blue,blue_0,red_1,m0,61,731,4280.906732977553,0.49210752909004435,28.195684483470927,1.6372707639539335,93.80870469472042,4390.750026230994,4280.906732977553,-975.9730203212257,332.7410136872487,254.20536052716145,251.7039950900453,5831.0390660595185,4855.066045738293,True,hit,True,7.516666666666645,61,99,38,False
blue,blue_0,red_1,m0,56,669,4333.8439360435295,0.33948315611308144,19.45095206106042,1.6607876435949773,95.15612264546937,4393.993086113345,4333.8439360435295,-724.5495006075207,331.47169264473837,257.4688005613682,274.0685471744002,5898.109786329075,5173.5602857215545,True,hit,True,7.349999999999979,56,93,37,False
blue,blue_0,red_1,m0,53,632,4772.102457398199,0.3944322836202373,22.59930515514667,1.6120308914778902,92.36256652639474,4813.348128050005,4772.102457398199,-628.7752681972779,324.9842129645572,258.5555167467937,273.31202523285407,5978.931989741194,5350.156721543916,True,hit,True,6.6166666666666485,53,86,33,False
blue,blue_0,red_0,m1,72,853,2764.86950861663,0.47160508239876786,27.020980818368823,1.6716023569099767,95.77576007506276,2874.5024880580568,2764.86950861663,-786.2958439251697,340.14261030655314,258.54909844068055,255.01459829071936,5645.321231666867,4859.025387741697,True,hit,True,5.2166666666666535,72,98,26,False
blue,blue_0,red_0,m1,72,855,2644.599791777757,0.48522431472441074,27.8013053508363,1.6452267600586727,94.2645496933445,2684.2118256499875,2644.599791777757,-459.43994851153457,336.889134417106,248.99307094871597,265.83630624201885,5785.250192223093,5325.8102437115585,True,hit,True,4.34999999999999,72,93,21,False
blue,blue_0,red_1,m0,61,723,3965.724012597899,0.4427176644397871,25.36585368828881,1.6022123354420426,91.80000470462797,4068.8723331886763,3965.724012597899,-910.3598847119092,331.7366091780242,262.943640181574,264.79196720467513,5815.410572312223,4905.050687600314,True,hit,True,7.0833333333333135,61,96,35,False
blue,blue_0,red_0,m2,140,1671,4174.160668472321,0.7492416319963608,42.928383348885454,3.117848170244886,178.63954131761815,4669.241939981723,4174.160668472321,-2092.415591574244,294.99829371948323,253.83592594449343,-130.34262563096053,6224.204798507445,4131.789206933201,True,hit,True,11.850000000000168,140,199,59,False
blue,blue_0,red_0,m1,70,830,3163.308323861511,0.5858366611884727,33.565968170135044,1.6293527269890644,93.35503459460485,3204.7905871501057,3163.308323861511,-513.9680492738798,338.74413972282105,251.7467722108147,252.15222116369824,5653.630282218424,5139.6622329445445,True,hit,True,5.799999999999985,70,99,29,False
blue,blue_0,red_1,m0,55,657,4588.9042983394065,0.45476542276964255,26.056139393183106,1.6237630614911678,93.03477035268548,4611.6774048885545,4588.9042983394065,-457.7399124412832,327.680261027181,261.6386267529849,273.21678930154394,5910.224764379785,5452.484851938501,True,hit,True,7.216666666666646,55,91,36,False
blue,blue_1,red_0,m1,79,941,1664.1899791306178,0.7535013389402846,43.172446578734856,1.6609708454912204,95.16661934092289,2079.622197299636,1664.1899791306178,-1247.11675350089,327.98629527619875,256.69731852405,126.1347286810838,5756.660988978674,4509.544235477784,True,hit,True,4.166666666666657,79,100,21,False
blue,blue_0,red_1,m0,69,821,3371.0191117384525,0.5432590450836854,31.12645046560249,1.6129870738494179,92.41735174072808,3485.2197368799866,3371.0191117384525,-884.8653923800493,332.47775402041833,250.80653158343108,237.60694511390665,5823.969532756178,4939.104140376128,True,hit,True,6.3166666666666496,69,100,31,False
blue,blue_0,red_1,m1,75,889,2450.764334546626,0.660622017584815,37.85085346102715,1.6603787383556985,95.1326941010379,2548.9314190926816,2450.764334546626,-700.5751606730482,341.6200770325746,256.54203622382994,226.0876014345758,5535.413604930941,4834.838444257893,True,hit,True,4.783333333333322,75,98,23,False
blue,blue_0,red_0,m0,71,852,2972.2098310285387,0.6026383518740461,34.52863413510267,1.6063543429640572,92.03732425435085,3019.6111533366357,2972.2098310285387,-532.9354911171831,338.95450090558023,255.2916858432633,257.2765422450514,5601.678954327007,5068.743463209824,True,kill_cooldown_blocked,False,5.599999999999985,71,99,28,True
blue,blue_0,red_0,m1,75,892,2786.4393025875925,0.6060253475686884,34.72269469363465,1.5755373939516226,90.27164313846849,2802.4511459365694,2786.4393025875925,-299.14618225269805,341.379182034893,243.83343626154397,271.3598272174374,5647.986138718275,5348.8399564655765,True,hit,True,4.29999999999999,75,96,21,False
blue,blue_0,red_1,m0,61,725,4134.081127194742,0.43861240120551975,25.130639431175062,1.6119751037833785,92.35937012695045,4294.736992932681,4134.081127194742,-1163.6748137846307,332.8510977990556,268.43314122600145,242.84621861824166,5877.399165728526,4713.724351943895,True,kill_cooldown_blocked,False,7.24999999999998,61,97,36,True
blue,blue_0,red_0,m1,79,946,2012.34302763327,0.7277465987007892,41.696808660556016,1.7003046720429114,97.4202815944344,2538.2907672875067,2012.34302763327,-1547.060295668131,331.7199317702362,278.17486522831814,74.18538579937923,5547.751916381922,4000.6916207137906,True,hit,True,5.549999999999986,79,107,28,False
blue,blue_0,red_0,m1,64,768,3604.4274090817894,0.45471678521549214,26.05335266660445,1.614385550368693,92.4974785430307,3667.7248992991344,3604.4274090817894,-678.4607502271483,334.32865828046323,258.84903614697043,265.8802978785336,5798.066135554662,5119.605385327513,True,hit,True,6.333333333333316,64,96,32,False
blue,blue_0,red_1,m0,57,675,4502.520638922705,0.4721367085658841,27.0514407540233,1.648653155007411,94.46086766285215,4556.649985806897,4502.520638922705,-700.2620860999641,328.83707023042734,262.6445901207313,255.5674471244382,5904.984678765104,5204.72259266514,True,kill_cooldown_blocked,False,8.233333333333322,57,98,41,True
blue,blue_1,red_0,m2,142,1696,4449.135785581637,0.745733165450826,42.727363023263464,2.4970907050138735,143.0727584586422,4659.013150882879,4449.135785581637,-1382.6041738532695,293.63236018547946,264.2048038975018,-62.707722877611594,6183.0316147162885,4800.427440863019,True,hit,True,10.783333333333449,142,196,54,False
blue,blue_0,red_1,m0,56,663,4385.846403004298,0.3776882261740543,21.639941331555782,1.6002049670550924,91.68499096812774,4482.869537276743,4385.846403004298,-927.6155547952294,329.84596905777966,262.30590135420937,274.2472840876418,5879.255209444491,4951.6396546492615,True,hit,True,7.433333333333312,56,93,37,False
