Iteration,Step,ActorLoss,CriticLoss,Entropy,RedMeanReward,RedWinRate,RedRewardStd,WinRateRecent,RedMissiles,BlueMissiles,Episodes,RedWins,BlueWins,Draws,RedAliveMean,BlueAliveMean,RedDeathsMissile,RedDeathsCrash,BlueDeathsMissile,BlueDeathsCrash,RedMissileHits,BlueMissileHits,RedMissileHitRate,BlueMissileHitRate,KD_Red,RWR,RewardVersion
1,10,-0.065432,0.007558,0.215760,-0.1284,0.000000,0.0000,0.000000,0.0,0.0,1,0,0,1,1.0000,1.0000,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,fixed_ta_alt_eq17_3dlos_v1
2,20,-0.047561,0.003889,0.217265,-0.0663,0.000000,0.0621,0.000000,0.0,0.0,2,0,0,2,1.0000,1.0000,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,fixed_ta_alt_eq17_3dlos_v1
