Iteration,Step,ActorLoss,CriticLoss,LatentEntropy,RedMeanReward,RedWinRate,RedRewardStd,WinRateRecent,RedMissiles,BlueMissiles,Episodes,RedWins,BlueWins,Draws,RedAliveMean,BlueAliveMean,RedDeathsMissile,RedDeathsCrash,BlueDeathsMissile,BlueDeathsCrash,RedMissileHits,BlueMissileHits,RedMissileHitRate,BlueMissileHitRate,KD_Red_AllDeaths,KD_Red_MissileOnly,RWR,RWRDenominatorZero,RewardVersion,RewardMode,ObsNormalization,PIDProfile,PIDThrottleBase,MissileGuidanceMode,CheckpointSchema,ActionDistribution,AltitudeRewardConfigVersion,AltitudeRewardConfig,r_pitch_team_sum,r_pitch_per_agent_mean,r_roll_team_sum,r_roll_per_agent_mean,r_alt_team_sum,r_alt_per_agent_mean,r_bound_team_sum,r_bound_per_agent_mean,r_vel_team_sum,r_vel_per_agent_mean,r_adv_team_sum,r_adv_per_agent_mean,r_end_team,ActionStdMean,ActionStdMin,ActionStdMax,ActionLogStdMean,LaunchDiagRedGeometryOk,LaunchDiagBlueGeometryOk,LaunchDiagRedLaunches,LaunchDiagBlueLaunches,LaunchDiagRedRangeOk,LaunchDiagRedAoOk,LaunchDiagRedTaOk,LaunchDiagBlueRangeOk,LaunchDiagBlueAoOk,LaunchDiagBlueTaOk,LaunchDiagRedEngagedBlocked,LaunchDiagBlueEngagedBlocked,LaunchDiagRedCooldownBlocked,LaunchDiagBlueCooldownBlocked,LaunchDiagRedKillCooldownBlocked,LaunchDiagBlueKillCooldownBlocked,LaunchDiagRedLockMature,LaunchDiagBlueLockMature,RedGeometryToLaunchRate,BlueGeometryToLaunchRate,RedRangeToGeometryRate,BlueRangeToGeometryRate,RedLaunchRangeMean,RedLaunchRangeP25,RedLaunchRangeP50,RedLaunchRangeP75,RedLaunchAoDegMean,RedLaunchAoDegP50,RedLaunchTaDegMean,RedLaunchTaDegP50,RedLaunchClosingSpeedMean,RedLaunchAltitudeDiffAbsMean,RedLaunchHitRateFromQualityRecords,BlueLaunchRangeMean,BlueLaunchRangeP25,BlueLaunchRangeP50,BlueLaunchRangeP75,BlueLaunchAoDegMean,BlueLaunchAoDegP50,BlueLaunchTaDegMean,BlueLaunchTaDegP50,BlueLaunchClosingSpeedMean,BlueLaunchAltitudeDiffAbsMean,BlueLaunchHitRateFromQualityRecords,RedActionAbsMean,RedActionNearBoundFrac,RedActionNearBoundFracPitch,RedActionNearBoundFracHeading,RedActionNearBoundFracVelocity
11,22000,-0.033772,2017.143970,0.923677,-381.8415,0.000000,25.5250,0.000000,0.0,3.3,188,0,188,0,0.0000,3.0000,564,0,0,0,0,564,0.000000,0.873065,0.000000,0.000000,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.000431,-0.000144,-0.000562,-0.000187,0.507526,0.169175,0.000000,0.000000,0.000000,0.000000,-292.348045,-97.449348,-90.000000,0.330532,0.326192,0.337003,-1.107152,0,1298,0,60,190972,53134,0,101861,102184,1298,0,89111,0,12,0,0,0,72,0.000000,0.046225,0.000000,0.012743,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4801.528765,4347.343044,4792.682875,5341.840966,12.676463,10.979385,97.678684,94.775275,224.922557,537.022254,0.879310,0.259586,0.000000,0.000000,0.000000,0.000000
12,24000,-0.021016,1840.589734,0.949171,-377.9877,0.000000,23.0655,0.000000,0.0,3.3,203,0,203,0,0.0000,3.0000,609,0,0,0,0,609,0.000000,0.866287,0.000000,0.000000,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.000441,-0.000147,-0.001279,-0.000426,0.533898,0.177966,0.000000,0.000000,0.000000,0.000000,-288.519843,-96.173281,-90.000000,0.333644,0.328755,0.339583,-1.097771,0,1335,0,57,188205,55959,0,103011,103296,1335,0,85194,0,48,0,0,0,105,0.000000,0.042697,0.000000,0.012960,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4661.691630,4214.642005,4694.083735,5276.921023,14.181202,14.153761,98.012506,96.297873,213.885241,583.842856,0.909091,0.261406,0.000000,0.000000,0.000000,0.000000
13,26000,-0.037506,1879.047156,0.978873,-374.9665,0.000000,23.1691,0.000000,0.0,3.3,222,0,222,0,0.0000,3.0000,666,0,0,0,0,666,0.000000,0.876316,0.000000,0.000000,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.000025,-0.000008,-0.001365,-0.000455,0.413263,0.137754,0.000000,0.000000,0.000000,0.000000,-285.378377,-95.126126,-90.000000,0.337044,0.331508,0.341452,-1.087617,0,1266,0,57,194273,61059,0,107932,108293,1266,0,86341,0,64,0,0,0,121,0.000000,0.045024,0.000000,0.011730,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4685.301252,4214.755284,4741.863585,5183.213765,11.769855,11.943752,96.331360,94.515412,229.625624,597.570717,0.900000,0.262136,0.000000,0.000000,0.000000,0.000000
14,28000,-0.041865,1747.842834,1.011887,-374.4304,0.000000,20.2738,0.000000,0.0,3.3,239,0,239,0,0.0000,3.0000,717,0,0,0,0,717,0.000000,0.876528,0.000000,0.000000,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.000050,-0.000017,-0.002251,-0.000750,0.396429,0.132143,0.000000,0.000000,0.000000,0.000000,-284.824512,-94.941504,-90.000000,0.341100,0.334264,0.346474,-1.075691,0,1301,0,58,192397,63702,0,116161,116484,1301,0,76236,0,24,0,0,0,82,0.000000,0.044581,0.000000,0.011200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4405.727366,3791.887724,4536.046004,4935.485738,14.141902,13.400395,96.885298,95.369514,213.692915,578.714123,0.888889,0.268954,0.000000,0.000000,0.000000,0.000000
15,30000,-0.070390,1441.023596,1.044753,-372.0094,0.000000,20.5251,0.000000,0.0,3.4,257,0,257,0,0.0000,3.0000,771,0,0,0,0,771,0.000000,0.881143,0.000000,0.000000,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.000059,-0.000020,-0.001753,-0.000584,0.408312,0.136104,0.000000,0.000000,0.000000,0.000000,-282.415934,-94.138645,-90.000000,0.344370,0.337986,0.349344,-1.066133,0,1201,0,57,190101,59533,0,108669,109001,1211,0,81432,0,15,0,0,0,72,0.000000,0.047460,0.000000,0.011052,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4402.739198,3613.865631,4545.891443,4996.278137,16.136727,15.041131,98.710309,95.880586,206.806870,619.661347,0.903226,0.268976,0.000000,0.000000,0.000000,0.000000
16,32000,-0.045644,1347.124768,1.076441,-371.6299,0.000000,22.4049,0.000000,0.0,3.4,273,0,273,0,0.0000,3.0000,819,0,0,0,0,819,0.000000,0.877814,0.000000,0.000000,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.000078,-0.000026,-0.002242,-0.000747,0.473437,0.157812,0.000000,0.000000,0.000000,0.000000,-282.101034,-94.033678,-90.000000,0.348432,0.342683,0.353662,-1.054396,0,1283,0,58,189734,59461,0,107720,108024,1283,0,82014,0,34,0,0,0,92,0.000000,0.045207,0.000000,0.011911,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4487.399056,3812.760471,4540.164245,5006.074456,14.378527,13.212006,98.642998,95.137175,208.215682,602.357201,0.892857,0.272673,0.000000,0.000000,0.000000,0.000000
17,34000,-0.068340,1371.253442,1.107709,-369.4269,0.000000,21.6353,0.000000,0.0,3.3,290,0,290,0,0.0000,3.0000,870,0,0,0,0,870,0.000000,0.878788,0.000000,0.000000,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.000056,-0.000019,-0.001817,-0.000606,0.404299,0.134766,0.000000,0.000000,0.000000,0.000000,-279.829340,-93.276447,-90.000000,0.351627,0.345422,0.357188,-1.045278,0,1310,0,57,188491,59956,0,108330,108639,1324,0,80161,0,24,0,0,0,81,0.000000,0.043511,0.000000,0.012093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4418.721902,3700.999759,4489.921066,5246.654899,14.198721,13.725869,97.553729,95.424879,218.833798,558.804575,0.910714,0.274804,0.000000,0.000000,0.000000,0.000000
18,36000,-0.062635,1265.008118,1.133026,-365.9567,0.000000,23.8615,0.000000,0.0,3.2,309,0,309,0,0.0000,3.0000,927,0,0,0,0,927,0.000000,0.887081,0.000000,0.000000,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.000049,-0.000016,-0.002051,-0.000684,0.384849,0.128283,0.000000,0.000000,0.000000,0.000000,-276.339408,-92.113136,-90.000000,0.354245,0.347009,0.359322,-1.037876,0,1183,0,55,196319,71609,0,120819,121180,1183,0,75500,0,49,0,0,0,104,0.000000,0.046492,0.000000,0.009792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4464.787594,3773.296633,4470.877711,5008.240452,14.080317,13.629195,96.446926,95.911101,217.933483,636.779543,0.982456,0.282220,0.000000,0.000000,0.000000,0.000000
19,38000,-0.059822,1284.429053,1.157872,-357.4354,0.000000,28.0097,0.000000,0.0,3.2,325,0,325,0,0.0000,3.0000,975,0,0,0,0,975,0.000000,0.888788,0.000000,0.000000,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.000046,-0.000015,-0.002385,-0.000795,0.378089,0.126030,0.000000,0.000000,0.000000,0.000000,-267.811101,-89.270367,-90.000000,0.357669,0.350328,0.363612,-1.028268,0,1117,0,52,188693,66099,139,115510,115759,1131,0,73183,0,27,0,0,0,79,0.000000,0.046553,0.000000,0.009670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4271.435012,3729.301879,4335.226345,4926.825634,15.918089,14.652144,98.593336,95.936228,201.955304,654.253712,0.943396,0.281105,0.000000,0.000000,0.000000,0.000000
20,40000,-0.074551,1176.176990,1.189081,-358.0122,0.000000,35.0471,0.000000,0.0,3.2,341,0,341,0,0.0000,3.0000,1023,0,0,0,0,1023,0.000000,0.884948,0.000000,0.000000,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.000070,-0.000023,-0.002863,-0.000954,0.627774,0.209258,0.000000,0.000000,0.000000,0.000000,-268.636994,-89.545665,-90.000000,0.361641,0.355529,0.367563,-1.017195,0,1350,0,59,186203,55092,0,103394,103580,1378,0,82809,0,62,0,0,0,121,0.000000,0.043704,0.000000,0.013057,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4294.717527,3599.873911,4375.120786,5006.644796,15.555028,15.421296,101.367041,95.598216,192.887501,697.544338,0.867925,0.284545,0.000000,0.000000,0.000000,0.000000
21,42000,-0.073552,1175.363647,1.220419,-351.9810,0.000000,33.2814,0.000000,0.0,3.3,360,0,360,0,0.0000,3.0000,1080,0,0,0,0,1080,0.000000,0.893300,0.000000,0.000000,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.000498,-0.000166,-0.003321,-0.001107,0.541790,0.180597,0.000000,0.000000,0.000000,0.000000,-262.518988,-87.506329,-90.000000,0.365076,0.359413,0.371574,-1.007744,0,1080,0,53,194528,75172,494,123215,123257,1097,0,71391,0,24,0,0,0,77,0.000000,0.049074,0.000000,0.008765,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4041.645430,3199.461798,4209.061869,4956.889784,19.155459,18.288600,97.474942,95.832321,196.409709,767.723228,0.932203,0.293482,0.000000,0.000000,0.000000,0.000000
22,44000,-0.091977,1275.531799,1.250065,-345.2475,0.000000,32.3989,0.000000,0.0,3.3,378,0,378,0,0.0000,3.0000,1134,0,0,0,0,1134,0.000000,0.899286,0.000000,0.000000,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.002143,-0.000714,-0.005250,-0.001750,0.529661,0.176554,0.000000,0.000000,0.000000,0.000000,-255.769778,-85.256593,-90.000000,0.369015,0.362194,0.376294,-0.997040,0,1069,0,52,193368,72723,394,125703,125854,1097,0,67665,0,54,0,0,0,106,0.000000,0.048644,0.000000,0.008504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3875.905330,2980.075325,4032.175903,4571.604437,19.558359,17.917375,97.656766,95.744894,189.269873,737.180413,0.962963,0.297384,0.000000,0.000000,0.000000,0.000000
23,46000,-0.101048,1333.177759,1.284415,-337.5520,0.000000,28.2546,0.000000,0.0,3.2,391,0,391,0,0.0000,3.0000,1173,0,0,0,0,1173,0.000000,0.889985,0.000000,0.000000,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.002160,-0.000720,-0.006121,-0.002040,0.397779,0.132593,0.000000,0.000000,0.000000,0.000000,-247.941543,-82.647181,-90.000000,0.373569,0.366549,0.381054,-0.984778,0,1319,0,57,185111,60241,600,113210,111541,2711,0,72108,0,51,0,0,0,108,0.000000,0.043215,0.000000,0.011651,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3790.918900,3293.033079,3789.401825,4544.696507,19.880998,18.205961,97.013398,94.717855,184.541317,743.065849,0.914894,0.296266,0.000000,0.000000,0.000000,0.000000
24,48000,-0.088540,1159.335779,1.309298,-340.5050,0.000000,31.2041,0.000000,0.0,3.2,406,0,406,0,0.0000,3.0000,1218,0,0,0,0,1218,0.000000,0.893617,0.000000,0.000000,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.001803,-0.000601,-0.008215,-0.002738,0.548903,0.182968,0.000000,0.000000,0.000000,0.000000,-251.043912,-83.681304,-90.000000,0.374987,0.367736,0.383617,-0.981016,0,896,0,45,175740,60787,450,110962,109323,2477,0,64778,0,15,0,0,0,60,0.000000,0.050223,0.000000,0.008075,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3567.509954,2867.268016,3446.259585,4175.536505,23.659453,20.856285,102.194205,96.547936,143.862971,1070.491253,0.870370,0.303789,0.000000,0.000000,0.000000,0.000000
25,50000,-0.095020,1064.680432,1.323405,-338.9342,0.000000,37.9430,0.000000,0.0,3.4,420,0,420,0,0.0000,3.0000,1260,0,0,0,0,1260,0.000000,0.891720,0.000000,0.000000,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.006659,-0.002220,-0.011167,-0.003722,0.841793,0.280598,0.000000,0.000000,0.000000,0.000000,-249.758160,-83.252720,-90.000000,0.377470,0.371626,0.387659,-0.974447,6,1095,0,50,180336,73852,616,121418,120522,1704,0,59189,0,15,0,0,0,65,0.000000,0.045662,0.000033,0.009018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3564.579451,3019.027828,3557.629930,4277.895860,22.251110,21.897047,105.215938,95.831407,164.506950,803.537069,0.826087,0.307098,0.000000,0.000000,0.000000,0.000000
