Iteration,Step,ActorLoss,CriticLoss,Entropy,RedMeanReward,RedWinRate,RedRewardStd,WinRateRecent,RedMissiles,BlueMissiles,Episodes,RedWins,BlueWins,Draws,RedAliveMean,BlueAliveMean,RedDeathsMissile,RedDeathsCrash,BlueDeathsMissile,BlueDeathsCrash,RedMissileHits,BlueMissileHits,RedMissileHitRate,BlueMissileHitRate,KD_Red,RWR,RewardVersion
482,48200,-0.038691,17.157865,0.258408,-80.2586,0.000000,6.4475,0.000000,0.0,0.5,246,0,143,103,0.0000,2.0000,71,291,0,0,0,71,0.000000,0.581967,0.000000,0.000000,fixed_ta_v1
483,48300,-0.029036,37.166202,0.257558,-79.9256,0.000000,6.3438,0.000000,0.0,0.5,248,0,145,103,0.0000,2.0000,71,295,0,0,0,71,0.000000,0.581967,0.000000,0.000000,fixed_ta_v1
484,48400,-0.028295,1.251982,0.259204,-79.9256,0.000000,6.3438,0.000000,0.0,0.5,248,0,145,103,0.0000,2.0000,71,295,0,0,0,71,0.000000,0.581967,0.000000,0.000000,fixed_ta_v1
485,48500,-0.050534,34.537081,0.258822,-79.9062,0.000000,6.3515,0.000000,0.0,0.5,250,0,147,103,0.0000,2.0000,71,299,0,0,0,71,0.000000,0.577236,0.000000,0.000000,fixed_ta_v1
486,48600,-0.046446,0.792862,0.257619,-79.9062,0.000000,6.3515,0.000000,0.0,0.5,250,0,147,103,0.0000,2.0000,71,299,0,0,0,71,0.000000,0.572581,0.000000,0.000000,fixed_ta_v1
487,48700,-0.038276,11.855358,0.259972,-80.0112,0.000000,6.2770,0.000000,0.0,0.5,252,0,149,103,0.0000,2.0000,71,303,0,0,0,71,0.000000,0.572581,0.000000,0.000000,fixed_ta_v1
488,48800,-0.038030,28.207701,0.263555,-80.0112,0.000000,6.2770,0.000000,0.0,0.5,252,0,149,103,0.0000,2.0000,71,303,0,0,0,71,0.000000,0.572581,0.000000,0.000000,fixed_ta_v1
489,48900,-0.048215,0.416582,0.264435,-80.0334,0.000000,6.2988,0.000000,0.0,0.5,254,0,151,103,0.0000,2.0000,71,307,0,0,0,71,0.000000,0.572581,0.000000,0.000000,fixed_ta_v1
490,49000,-0.023740,19.863629,0.263198,-80.3773,0.000000,6.1637,0.000000,0.0,0.6,255,0,152,103,0.0000,2.0000,71,309,0,0,0,71,0.000000,0.568000,0.000000,0.000000,fixed_ta_v1
491,49100,-0.039299,11.637683,0.260639,-80.1608,0.000000,5.9790,0.000000,0.0,0.5,256,0,153,103,0.0000,2.0000,71,311,0,0,0,71,0.000000,0.568000,0.000000,0.000000,fixed_ta_v1
492,49200,-0.043822,13.501013,0.259479,-80.1608,0.000000,5.9790,0.000000,0.0,0.5,256,0,153,103,0.0000,2.0000,71,311,0,0,0,71,0.000000,0.568000,0.000000,0.000000,fixed_ta_v1
493,49300,-0.044125,10.298477,0.259223,-79.8033,0.000000,5.6505,0.000000,0.0,0.5,257,0,154,103,0.0000,2.0000,71,313,0,0,0,71,0.000000,0.568000,0.000000,0.000000,fixed_ta_v1
494,49400,-0.047934,0.651452,0.258293,-79.8918,0.000000,5.5217,0.000000,0.0,0.5,258,0,155,103,0.0000,2.0000,71,315,0,0,0,71,0.000000,0.568000,0.000000,0.000000,fixed_ta_v1
495,49500,-0.037121,23.305303,0.256677,-79.7214,0.000000,5.4124,0.000000,0.0,0.5,260,0,157,103,0.0000,2.0000,71,319,0,0,0,71,0.000000,0.563492,0.000000,0.000000,fixed_ta_v1
496,49600,-0.060104,0.356054,0.258736,-79.7214,0.000000,5.4124,0.000000,0.0,0.5,260,0,157,103,0.0000,2.0000,71,319,0,0,0,71,0.000000,0.563492,0.000000,0.000000,fixed_ta_v1
497,49700,-0.053322,26.211478,0.260593,-79.5084,0.000000,5.3617,0.000000,0.0,0.5,261,0,158,103,0.0000,2.0000,71,321,0,0,0,71,0.000000,0.563492,0.000000,0.000000,fixed_ta_v1
498,49800,-0.043278,1.742349,0.260555,-79.5494,0.000000,5.3171,0.000000,0.0,0.5,262,0,159,103,0.0000,2.0000,71,323,0,0,0,71,0.000000,0.563492,0.000000,0.000000,fixed_ta_v1
499,49900,-0.044291,19.929712,0.257571,-79.4062,0.000000,5.2541,0.000000,0.0,0.5,263,0,160,103,0.0000,2.0000,71,325,0,0,0,71,0.000000,0.563492,0.000000,0.000000,fixed_ta_v1
500,50000,-0.035364,36.383415,0.257645,-79.5758,0.000000,5.1375,0.000000,0.0,0.5,264,0,161,103,0.0000,2.0000,71,327,0,0,0,71,0.000000,0.559055,0.000000,0.000000,fixed_ta_v1
