Step,Iteration,RedMeanReward,RedRewardStd,WinRateRecent,WinRateCumul,RedMissiles,BlueMissiles,Episodes,RedWins,BlueWins,Draws,RedAliveMean,BlueAliveMean,RedDeathsMissile,RedDeathsCrash,BlueDeathsMissile,BlueDeathsCrash,RedMissileHits,BlueMissileHits,RedMissileHitRate,BlueMissileHitRate,KD_Red_AllDeaths,KD_Red_MissileOnly,RWR,RWRDenominatorZero,RewardVersion,RewardMode,ObsNormalization,PIDProfile,PIDThrottleBase,MissileGuidanceMode,CheckpointSchema,ActionDistribution,AltitudeRewardConfigVersion,AltitudeRewardConfig,ActionStdMean,ActionStdMin,ActionStdMax,ActionLogStdMean,ActorLoss,CriticLoss,LatentEntropy,r_pitch,r_roll,r_alt,r_bound,r_vel,r_adv,r_end,r_death,r_pitch_team_sum,r_pitch_per_agent_mean,r_roll_team_sum,r_roll_per_agent_mean,r_alt_team_sum,r_alt_per_agent_mean,r_bound_team_sum,r_bound_per_agent_mean,r_vel_team_sum,r_vel_per_agent_mean,r_adv_team_sum,r_adv_per_agent_mean,r_end_team,LaunchDiagRedGeometryOk,LaunchDiagBlueGeometryOk,LaunchDiagRedLaunches,LaunchDiagBlueLaunches,LaunchDiagRedRangeOk,LaunchDiagRedAoOk,LaunchDiagRedTaOk,LaunchDiagBlueRangeOk,LaunchDiagBlueAoOk,LaunchDiagBlueTaOk,LaunchDiagRedEngagedBlocked,LaunchDiagBlueEngagedBlocked,LaunchDiagRedCooldownBlocked,LaunchDiagBlueCooldownBlocked,LaunchDiagRedKillCooldownBlocked,LaunchDiagBlueKillCooldownBlocked,LaunchDiagRedLockMature,LaunchDiagBlueLockMature,RedGeometryToLaunchRate,BlueGeometryToLaunchRate,RedRangeToGeometryRate,BlueRangeToGeometryRate,RedLaunchRangeMean,RedLaunchRangeP25,RedLaunchRangeP50,RedLaunchRangeP75,RedLaunchAoDegMean,RedLaunchAoDegP50,RedLaunchTaDegMean,RedLaunchTaDegP50,RedLaunchClosingSpeedMean,RedLaunchAltitudeDiffAbsMean,RedLaunchHitRateFromQualityRecords,BlueLaunchRangeMean,BlueLaunchRangeP25,BlueLaunchRangeP50,BlueLaunchRangeP75,BlueLaunchAoDegMean,BlueLaunchAoDegP50,BlueLaunchTaDegMean,BlueLaunchTaDegP50,BlueLaunchClosingSpeedMean,BlueLaunchAltitudeDiffAbsMean,BlueLaunchHitRateFromQualityRecords,RedActionAbsMean,RedActionNearBoundFrac,RedActionNearBoundFracPitch,RedActionNearBoundFracHeading,RedActionNearBoundFracVelocity
86000,43,-301.4697491455078,56.210229662050885,0.0,0.0,0.08,4.26,614,0,614,0,0.0,2.92,1841,1,9,0,9,1841,0.9,0.8406392694063927,0.004885993485342019,0.004888647474198805,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.4371653199195862,0.4264903962612152,0.45125648379325867,-0.8277246356010437,-0.11981278611347079,280.2999786376953,1.76042483150959,-0.12636885310875107,-0.04089392424918812,4.262976317644263,0.0,0.0,-217.9654870507003,-87.6,0.0,-0.12636885310875107,-0.042122951036250356,-0.04089392424918812,-0.013631308083062706,4.262976317644263,1.420992105881421,0.0,0.0,0.0,0.0,-217.9654870507003,-72.65516235023343,-87.6,0,892,0,39,158602,59166,17388,104342,81438,15920,0,54260,0,34,0,0,0,73,0.0,0.043721973094170405,0.0,0.008548810641927508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3010.158286879405,2426.2880526985946,2834.37333451923,3328.576471727553,32.149109700782695,35.65049117533484,129.28546950876748,130.04163899422366,29.631766420933854,1337.548554618121,0.6666666666666666,0.3596432248000448,0.0,0.0,0.0,0.0
88000,44,-311.8007650756836,55.13694472694864,0.0,0.0,0.04,4.28,624,0,624,0,0.0,2.96,1871,1,10,0,10,1871,0.8333333333333334,0.841655420602789,0.005341880341880342,0.005344735435595938,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.43978044390678406,0.4281194508075714,0.4533241093158722,-0.8217569589614868,-0.11426730090752243,270.4168930053711,1.7832729041576385,-0.14043052947478202,-0.04239584731452548,4.292657156565771,0.0,0.0,-227.1106181673539,-88.8,0.0,-0.14043052947478202,-0.046810176491594004,-0.04239584731452548,-0.014131949104841827,4.292657156565771,1.430885718855257,0.0,0.0,0.0,0.0,-227.1106181673539,-75.70353938911796,-88.8,30,673,2,33,156816,60086,18109,109512,85886,15532,762,48066,0,5,0,0,2,38,0.06666666666666667,0.04903417533432392,0.00019130700948882768,0.00614544524800935,1326.4318040510473,1170.1681162998102,1326.4318040510473,1482.6954918022843,37.17711783982402,37.17711783982402,109.44051944051014,109.44051944051014,228.80961850114826,680.2175942396607,1.0,2768.476910337603,2178.184938205535,2772.4533568874467,3044.131667063755,31.955845852338516,35.46208847758185,116.3420920301984,100.20919807112143,51.094136491457235,1197.7762263678744,0.8333333333333334,0.36398581717887485,0.0,0.0,0.0,0.0
90000,45,-320.33269866943357,46.18556277220134,0.0,0.0,0.04,4.22,631,0,631,0,0.0,2.96,1890,3,11,0,11,1890,0.9166666666666666,0.8329660643455267,0.005810882197569995,0.00582010582010582,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.4449317455291748,0.434658020734787,0.4573955833911896,-0.8100570440292358,-0.09636108507402241,274.25864868164064,1.8095882549881934,-0.16254819287040967,-0.045554823897650115,3.560473353795772,0.0,0.0,-234.8850883454548,-88.8,0.0,-0.16254819287040967,-0.054182730956803225,-0.045554823897650115,-0.015184941299216706,3.560473353795772,1.1868244512652573,0.0,0.0,0.0,0.0,-234.8850883454548,-78.29502944848493,-88.8,0,997,0,46,144946,46338,14951,90237,73391,10033,0,54709,0,15,0,0,0,61,0.0,0.04613841524573721,0.0,0.01104868291277414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2591.153618761796,1981.3652847508502,2330.624104950247,2932.0621215943384,31.04643157786984,33.24679183180436,126.5867666315804,109.78165856240554,43.82832097284637,1259.6394648165633,0.5897435897435898,0.36028110178585937,0.0,0.0,0.0,0.0
92000,46,-324.83808349609376,49.78002033048764,0.0,0.0,0.04,4.26,638,0,638,0,0.0,2.96,1911,3,11,0,11,1911,0.9166666666666666,0.8265570934256056,0.005747126436781609,0.0057561486132914706,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.44983384013175964,0.43816086649894714,0.46324729919433594,-0.799139142036438,-0.06577798747457564,196.74008026123047,1.844278511404991,-0.13608510020697928,-0.04505859949011561,3.5219842284058025,0.0,0.0,-239.3789442005946,-88.8,0.0,-0.13608510020697928,-0.045361700068993094,-0.04505859949011561,-0.015019533163371871,3.5219842284058025,1.1739947428019342,0.0,0.0,0.0,0.0,-239.3789442005946,-79.7929814001982,-88.8,0,1184,0,43,143014,42873,16030,79242,59676,13170,0,63772,0,3,0,0,0,46,0.0,0.036317567567567564,0.0,0.014941571388909922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3021.0786469381696,2310.3128977216766,2875.823735963022,3291.859683192596,32.047957481410826,35.615398177542346,138.54963962993955,146.0916227705087,1.3940856873954433,1540.6341357995434,0.4883720930232558,0.36642165473040095,0.0,0.0,0.0,0.0
94000,47,-330.1371142578125,49.288057508940646,0.0,0.0,0.04,4.6,647,0,647,0,0.0,2.96,1938,3,11,0,11,1938,0.9166666666666666,0.8264392324093817,0.005667181865018032,0.005675954592363261,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.4521596431732178,0.4397578835487366,0.46485692262649536,-0.793976902961731,-0.1686741068959236,326.93260192871094,1.8683968424797057,-0.1399477762177255,-0.04688946204963454,4.520546321332865,0.0,0.0,-245.67080457441588,-88.8,0.0,-0.1399477762177255,-0.04664925873924183,-0.04688946204963454,-0.015629820683211514,4.520546321332865,1.5068487737776215,0.0,0.0,0.0,0.0,-245.67080457441588,-81.89026819147196,-88.8,7,831,0,33,151686,55286,17853,99783,74442,15104,0,51903,0,0,0,0,0,33,0.0,0.039711191335740074,4.614796355629392e-05,0.008328071916057845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300.841350902762,2647.483984426142,2957.0900522067254,4023.8510879072837,29.45162037343273,33.30215724091948,134.1850058428911,137.97101533914733,42.97283283019199,1324.9856374625192,0.6486486486486487,0.3697723098439677,0.0,0.0,0.0,0.0
96000,48,-334.12113891601564,64.07321946238297,0.0,0.0,0.04,4.78,654,0,654,0,0.0,2.96,1958,4,11,0,11,1958,0.9166666666666666,0.8216533780948384,0.0056065239551478085,0.0056179775280898875,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.45403873920440674,0.44242697954177856,0.467855304479599,-0.789838969707489,-0.17210442703217269,283.8709228515625,1.8817370414733887,-0.1692956558084187,-0.047834247212518714,5.358460245345636,0.0,0.0,-250.46245193782582,-88.8,0.0,-0.1692956558084187,-0.0564318852694729,-0.047834247212518714,-0.01594474907083957,5.358460245345636,1.786153415115212,0.0,0.0,0.0,0.0,-250.46245193782582,-83.48748397927527,-88.8,2,1052,0,38,140440,43566,15559,81835,59847,16205,0,58605,0,0,0,0,0,38,0.0,0.03612167300380228,1.4240956992309883e-05,0.0128551353332926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3415.1944634466677,2338.418404569008,2985.0196355987255,4456.83059547689,29.161305322170627,28.631139861000754,138.522995392559,155.86033370860395,-1.6845332573077512,1228.6720344154594,0.5135135135135135,0.3765838885418326,0.0,0.0,0.0,0.0
98000,49,-332.67655700683594,63.24129964634899,0.0,0.0,0.04,4.76,662,0,662,0,0.0,2.96,1979,7,11,0,11,1979,0.7857142857142857,0.8174308137133416,0.0055387713997985906,0.0055583628094997475,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.4585134983062744,0.44766300916671753,0.47214752435684204,-0.7800111770629883,-0.09718612460419536,290.28989868164064,1.9013638839125633,-0.19689008347749823,-0.049179563657101105,6.057528357374065,0.0,0.0,-249.6879974499514,-88.8,0.0,-0.19689008347749823,-0.06563002782583274,-0.049179563657101105,-0.016393187885700367,6.057528357374065,2.019176119124688,0.0,0.0,0.0,0.0,-249.6879974499514,-83.22933248331714,-88.8,30,936,2,38,160565,59365,21877,106285,80798,16836,955,55235,0,18,0,0,2,56,0.06666666666666667,0.0405982905982906,0.00018684022047146015,0.008806510796443524,2161.064464256856,2133.7127119279635,2161.064464256856,2188.4162165857488,43.46442563617292,43.46442563617292,121.73272286465813,121.73272286465813,244.60177468497503,1758.023086498158,0.0,3172.743844522651,2393.9981144653966,2811.5472451220717,3515.8927891303692,30.91696497514953,36.955889816086064,140.4346673908447,145.54797374602788,-22.783660322345106,1664.1886612991948,0.4864864864864865,0.37403702136534833,0.0,0.0,0.0,0.0
100000,50,-335.3540774536133,69.67067166230693,0.0,0.0,0.08,4.86,668,0,668,0,0.0,2.92,1997,7,13,0,13,1997,0.9285714285714286,0.8131107491856677,0.006487025948103792,0.006509764646970456,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.4631746709346771,0.45299452543258667,0.47732868790626526,-0.7698976397514343,-0.1296379121951759,231.23603515625,1.9335582822561264,-0.19798401580816377,-0.05248193099418295,5.879935059229154,0.0,0.0,-253.38352616228713,-87.6,0.0,-0.19798401580816377,-0.06599467193605459,-0.05248193099418295,-0.017493976998060982,5.879935059229154,1.9599783530763846,0.0,0.0,0.0,0.0,-253.38352616228713,-84.46117538742904,-87.6,0,741,0,35,145726,45320,24605,93484,64087,20454,465,54598,0,20,0,0,0,55,0.0,0.04723346828609987,0.0,0.007926490094561636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2906.999150063959,1996.1625377524474,2659.8273994960546,3881.522794514389,29.456578212725482,35.827803338740644,139.64846970315457,147.32083860340867,-1.6394223757751338,1320.4912016257592,0.6111111111111112,0.37752419554249167,0.0,0.0,0.0,0.0
102000,51,-343.1303771972656,70.6349375941698,0.0,0.0,0.04,5.16,676,0,676,0,0.0,2.96,2020,8,13,0,13,2020,0.9285714285714286,0.8096192384769539,0.00641025641025641,0.006435643564356435,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.46732139587402344,0.4593815505504608,0.47959768772125244,-0.7609142065048218,-0.13250699890777468,317.4253173828125,1.9613454177975655,-0.22301075680122043,-0.05788407140663402,7.017436146685858,0.0,0.0,-261.06690638238166,-88.8,0.0,-0.22301075680122043,-0.07433691893374014,-0.05788407140663402,-0.019294690468878006,7.017436146685858,2.3391453822286192,0.0,0.0,0.0,0.0,-261.06690638238166,-87.02230212746055,-88.8,0,977,0,39,152074,48616,16086,93106,72248,16967,0,58968,0,10,0,0,0,49,0.0,0.03991811668372569,0.0,0.01049341610637338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3023.2086854957593,2165.8173805969273,2795.726233819127,3326.2772765867885,31.43316134757879,37.722998066370565,133.22845612693547,132.29809714778332,5.959333153537899,1563.55388001682,0.625,0.37961978115708717,0.0,0.0,0.0,0.0
104000,52,-348.31910522460936,75.40421750418207,0.0,0.0,0.04,5.32,684,0,684,0,0.0,2.96,2043,9,13,0,13,2043,0.9285714285714286,0.8049645390070922,0.006335282651072124,0.006363191385217817,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.4714025855064392,0.4625858664512634,0.48279452323913574,-0.7522027492523193,-0.13670404283329846,213.33063354492188,1.9876589626073837,-0.23590756866626836,-0.060473598393647465,7.685482798583039,0.0,0.0,-266.90820158237557,-88.8,0.0,-0.23590756866626836,-0.07863585622208945,-0.060473598393647465,-0.020157866131215823,7.685482798583039,2.5618275995276796,0.0,0.0,0.0,0.0,-266.90820158237557,-88.96940052745852,-88.8,0,1079,0,43,146601,50477,17336,81996,66351,13120,0,66208,0,0,0,0,0,43,0.0,0.03985171455050973,0.0,0.013159178496512025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3057.7164689938145,2595.198540224512,3097.766118183097,3717.5044640976366,28.852636713847296,32.294931593240506,140.70785372348232,152.98995716557857,5.002736968084721,1038.2392337875895,0.46511627906976744,0.3803551174607934,0.0,0.0,0.0,0.0
106000,53,-352.9260690307617,75.5574320020058,0.0,0.0,0.04,5.32,691,0,691,0,0.0,2.96,2064,9,13,0,13,2064,0.9285714285714286,0.8,0.006271104679208876,0.006298449612403101,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.4732538163661957,0.4649079144001007,0.48455381393432617,-0.7482759952545166,-0.23392177890054883,196.30441131591797,2.0072279781103135,-0.2627308282543245,-0.0646587648489667,7.990659464418858,0.0,0.0,-271.78935460002015,-88.8,0.0,-0.2627308282543245,-0.0875769427514415,-0.0646587648489667,-0.021552921616322232,7.990659464418858,2.663553154806286,0.0,0.0,0.0,0.0,-271.78935460002015,-90.59645153334004,-88.8,0,1082,0,42,143691,42773,19908,81316,59904,17959,0,65014,0,15,0,0,0,57,0.0,0.038817005545286505,0.0,0.01330611441782675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3115.818415332921,2419.242707008264,2951.586255519698,3766.837328450401,31.871028762727356,35.797243667618716,139.65609142398924,144.7439587124337,-9.182797914045993,1634.2083798966091,0.4878048780487805,0.39120395260771035,0.0,0.0,0.0,0.0
108000,54,-356.41442413330077,81.35815920542788,0.0,0.0,0.04,5.22,696,0,696,0,0.0,2.96,2078,10,13,0,13,2078,0.9285714285714286,0.7943425076452599,0.006226053639846743,0.006256015399422521,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.47549790143966675,0.4662156403064728,0.4883168935775757,-0.7435855269432068,-0.22541408259421586,185.5581802368164,2.019719287753105,-0.2574011006549935,-0.06751458019971672,7.230423550854373,0.0,0.0,-274.5199497820226,-88.8,0.0,-0.2574011006549935,-0.08580036688499783,-0.06751458019971672,-0.02250486006657224,7.230423550854373,2.410141183618124,0.0,0.0,0.0,0.0,-274.5199497820226,-91.50664992734086,-88.8,0,985,0,36,148131,45500,16668,83746,63769,15402,0,64385,0,19,0,0,0,55,0.0,0.03654822335025381,0.0,0.011761755785350943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3821.207494125045,2646.3820227938004,3380.7949365628356,4417.276579503548,26.169958706637786,30.300272956753226,147.16491535530733,157.15521612281077,-4.468478195636891,1498.1585641194017,0.45714285714285713,0.3824587263243951,0.0,0.0,0.0,0.0
110000,55,-367.62058807373046,88.733200284392,0.0,0.0,0.04,5.46,701,0,701,0,0.0,2.96,2092,11,13,0,13,2092,0.9285714285714286,0.7915247824441922,0.006181645268663814,0.00621414913957935,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.47872647643089294,0.4686884880065918,0.49112164974212646,-0.7368141412734985,-0.22106932578608393,147.53777923583985,2.0366438657045363,-0.2657101874373704,-0.07398269224965567,7.6665430669885675,0.0,0.0,-286.14744467397315,-88.8,0.0,-0.2657101874373704,-0.08857006247912347,-0.07398269224965567,-0.02466089741655189,7.6665430669885675,2.5555143556628557,0.0,0.0,0.0,0.0,-286.14744467397315,-95.38248155799106,-88.8,0,665,0,27,132235,36386,15890,69072,50699,14348,0,63163,0,15,0,0,0,42,0.0,0.0406015037593985,0.0,0.009627634931665508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3465.019121158285,2497.280679161542,3460.5964227873433,3765.2840650010103,26.409754729852235,28.377532053441815,146.29679132973286,155.4676093046699,-15.699195795878726,1473.7841641468624,0.4827586206896552,0.394213154051646,0.0,0.0,0.0,0.0
112000,56,-372.36226470947264,90.25557571460752,0.0,0.0,0.04,5.5,708,0,708,0,0.0,2.96,2113,11,13,0,13,2113,0.9285714285714286,0.7866716306775875,0.006120527306967985,0.006152389966871746,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.48228293657302856,0.47322767972946167,0.4940876066684723,-0.7293875217437744,-0.03156506842933595,159.22880859375,2.0571656793355944,-0.25166546006760965,-0.0767694786276272,9.489160542856116,0.0,0.0,-292.7229824006911,-88.8,0.0,-0.25166546006760965,-0.08388848668920322,-0.0767694786276272,-0.025589826209209066,9.489160542856116,3.1630535142853717,0.0,0.0,0.0,0.0,-292.7229824006911,-97.57432746689703,-88.8,0,1031,0,43,152893,41510,20202,85336,61009,21801,0,67557,0,0,0,0,0,43,0.0,0.041707080504364696,0.0,0.012081653698321928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3478.9267594546172,2451.836086482981,3074.6822490935187,3878.258704759779,29.491319296040327,35.39568696841265,142.42622153088794,149.86998447188498,-9.109278334272313,1528.8084148310588,0.5833333333333334,0.39216509316311327,0.0,0.0,0.0,0.0
114000,57,-371.2340557861328,87.3782035173407,0.0,0.0,0.0,5.46,716,0,716,0,0.0,3.0,2137,11,13,0,13,2137,0.9285714285714286,0.7862398822663723,0.006052141527001862,0.006083294337856809,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.48657846450805664,0.4783242344856262,0.49815765023231506,-0.7205063700675964,-0.07067984091117978,124.92605438232422,2.0827266931533814,-0.25829295063369456,-0.07886805421971473,9.413336300578528,0.0,0.0,-290.3102250802075,-90.0,0.0,-0.25829295063369456,-0.08609765021123152,-0.07886805421971473,-0.026289351406571574,9.413336300578528,3.1377787668595096,0.0,0.0,0.0,0.0,-290.3102250802075,-96.77007502673582,-90.0,0,896,0,32,142879,47303,7443,78127,68290,7118,0,64752,0,8,0,0,0,40,0.0,0.03571428571428571,0.0,0.011468506406236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3202.1661514152984,2489.4245600545473,2943.9232553869197,3497.8587249197417,25.014506389781225,25.129282411685267,149.783211342451,163.59613566209669,-1.1362393148419088,1375.263978480219,0.5121951219512195,0.3921161198686166,0.0,0.0,0.0,0.0
116000,58,-378.29505737304686,88.82615997987688,0.0,0.0,0.0,5.76,723,0,723,0,0.0,3.0,2158,11,13,0,13,2158,0.9285714285714286,0.7835875090777051,0.00599354541263255,0.006024096385542169,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.48977717757225037,0.48095789551734924,0.5018773674964905,-0.7139670848846436,-0.22889569522812964,130.92865142822265,2.105716052651405,-0.26125759413771826,-0.08014086136699784,11.603818345438897,0.0,0.0,-299.5574467762603,-90.0,0.0,-0.26125759413771826,-0.08708586471257275,-0.08014086136699784,-0.026713620455665946,11.603818345438897,3.8679394484796323,0.0,0.0,0.0,0.0,-299.5574467762603,-99.85248225875343,-90.0,0,952,0,36,136407,31975,18639,67479,44220,17752,0,68928,0,25,0,0,0,61,0.0,0.037815126050420166,0.0,0.014108092888157796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3542.365652201246,2597.748754844917,3128.0365446503138,4612.979897320843,29.63718885112059,37.491988357800146,145.94497466594132,153.5439631529971,-23.700294871274018,1578.0455995337713,0.48717948717948717,0.3941976258022078,0.0,0.0,0.0,0.0
