team,shooter_id,target_id,missile_id,current_step,physics_frame,range_m,AO_rad,AO_deg,TA_rad,TA_deg,relative_distance_3d_m,horizontal_range_m,altitude_diff_m,shooter_speed_mps,target_speed_mps,closing_speed_mps,shooter_alt_m,target_alt_m,target_alive_at_launch,raw_termination_reason,termination_reason,is_success,flight_time_sec,launch_step,termination_step,step_delta,target_alive_at_termination
blue,blue_0,red_2,m0,52,615,5319.607157349392,0.36245052949475287,20.7668856223313,1.6914981615161828,96.91570570901533,5319.607157349392,5318.389778039952,-113.80016416079252,254.41582544464646,251.57001034430652,252.3162302479363,6052.705207968851,5938.9050438080585,True,hit,hit,True,8.216666666666654,52,93,41,False
blue,blue_0,red_0,m2,66,781,3713.621915631421,0.10460116906133086,5.9932055193486615,1.619697771997406,92.80184642219406,3713.621915631421,3668.4276665820335,-577.6038324954934,244.87095525369918,254.39214317046745,250.73036887901134,5995.18803413871,5417.584201643216,True,hit,hit,True,5.883333333333318,66,95,29,False
blue,blue_0,red_1,m1,62,733,4570.201827046306,0.23400959573709484,13.407762201298116,1.5757812522545596,90.28561519002601,4570.201827046306,4502.01028758587,-786.5418681852789,246.63982843358318,272.65441910716214,219.637398327839,6023.933826258339,5237.39195807306,True,hit,hit,True,7.416666666666646,62,99,37,False
blue,blue_0,red_1,m0,42,497,6054.053070732667,0.1893744109206195,10.850354493527664,1.6749170466690408,95.96567780865237,6054.053070732667,6040.554045503692,-404.0611421513104,262.58638267547775,262.65194580868746,266.2280849142626,6058.282127053176,5654.220984901865,True,hit,hit,True,9.466666666666717,42,89,47,False
blue,blue_0,red_0,m0,47,562,5475.32838892179,0.06830726434553058,3.9137179570833496,1.5931518451685864,91.28087685163959,5475.32838892179,5465.563847299299,-326.8528684710818,256.2570703365063,270.7133086423754,278.2604484832383,6069.85141715771,5742.998548686628,True,hit,hit,True,7.866666666666644,47,87,40,False
blue,blue_0,red_0,m1,52,617,5193.689768750314,0.04233801772708089,2.425789728711797,1.6228115385412307,92.98025210354425,5193.689768750314,5156.912208226166,-616.9845141246533,254.25404771563197,268.60285838626686,260.1815960405922,6029.188535175603,5412.204021050949,True,hit,hit,True,7.949999999999977,52,92,40,False
blue,blue_0,red_0,m1,49,580,5327.536941917301,0.07114144135685585,4.076104338225289,1.6775960527674139,96.11917355137896,5327.536941917301,5322.606174247823,-229.1579833924543,255.29591343667624,254.48934386814557,272.21302833731323,6077.315388083356,5848.157404690902,True,hit,hit,True,7.749999999999978,49,87,38,False
blue,blue_0,red_2,m1,52,621,5355.521469929732,0.1659206719138991,9.506554234641232,1.5891059351892007,91.04906328553093,5355.521469929732,5347.018867929859,-301.66113584684445,252.6571712939783,264.06868165731555,232.20008387616005,6053.681623417564,5752.0204875707195,True,hit,hit,True,8.38333333333333,52,94,42,False
blue,blue_0,red_1,m2,56,662,4940.413702521565,0.13230482664218665,7.5805081758073065,1.6887521831748575,96.75837273942305,4940.413702521565,4922.485727468864,-420.50186079037394,250.8459751194672,267.7459646674969,246.2904202055314,6032.967248302399,5612.465387512025,True,hit,hit,True,7.899999999999977,56,95,39,False
blue,blue_0,red_2,m0,40,480,6386.844821350556,0.294385569274611,16.867050668991336,1.653289587212024,94.72651566017501,6386.844821350556,6380.809278962939,-277.59632114434226,263.12612617232963,258.79707710273993,255.04236710586076,6080.550471079073,5802.954149934731,True,hit,hit,True,9.833333333333401,40,90,50,False
blue,blue_0,red_2,m2,56,671,4991.344517753078,0.255441558237332,14.635723199244351,1.6545215457082971,94.79710168254675,4991.344517753078,4939.915589767672,-714.6705960608897,251.71255784267592,276.40872817847855,233.88868727523123,5996.765932165467,5282.095336104578,True,hit,hit,True,9.183333333333369,56,102,46,False
blue,blue_0,red_1,m2,54,648,5178.1666982986135,0.1623146493541642,9.299944361139461,1.6182305132097854,92.71777868620991,5178.1666982986135,5081.37724569345,-996.5017021147542,251.22433842324608,267.82581570738023,229.13591481279502,6060.567644150789,5064.065942036035,True,hit,hit,True,8.566666666666672,54,97,43,False
blue,blue_0,red_1,m1,51,604,5264.792530991228,0.13792212263044182,7.902355528210096,1.6719574331203182,95.79610444332083,5264.792530991228,5260.864944071034,-203.323472883696,254.41519512693358,256.80204630772624,274.2242569409122,6054.308215416512,5850.984742532816,True,hit,hit,True,7.883333333333311,51,90,39,False
blue,blue_0,red_0,m2,60,720,4543.896339800287,0.1446213965740132,8.2861956509787,1.6826788700489521,96.41039752964727,4543.896339800287,4524.433478119871,-420.1138523288291,248.430852508566,265.9824850625716,238.2104167299799,5996.780398311159,5576.66654598233,True,hit,hit,True,6.916666666666647,60,95,35,False
