Iteration,Step,ActorLoss,CriticLoss,LatentEntropy,RedMeanReward,RedWinRate,RedRewardStd,WinRateRecent,RedMissiles,BlueMissiles,Episodes,RedWins,BlueWins,Draws,RedAliveMean,BlueAliveMean,RedDeathsMissile,RedDeathsCrash,BlueDeathsMissile,BlueDeathsCrash,RedMissileHits,BlueMissileHits,RedMissileHitRate,BlueMissileHitRate,KD_Red_AllDeaths,KD_Red_MissileOnly,RWR,RWRDenominatorZero,RewardVersion,RewardMode,ObsNormalization,PIDProfile,PIDThrottleBase,MissileGuidanceMode,CheckpointSchema,ActionDistribution,AltitudeRewardConfigVersion,AltitudeRewardConfig,r_pitch_team_sum,r_pitch_per_agent_mean,r_roll_team_sum,r_roll_per_agent_mean,r_alt_team_sum,r_alt_per_agent_mean,r_bound_team_sum,r_bound_per_agent_mean,r_vel_team_sum,r_vel_per_agent_mean,r_adv_team_sum,r_adv_per_agent_mean,r_end_team,ActionStdMean,ActionStdMin,ActionStdMax,ActionLogStdMean,LaunchDiagRedGeometryOk,LaunchDiagBlueGeometryOk,LaunchDiagRedLaunches,LaunchDiagBlueLaunches,LaunchDiagRedRangeOk,LaunchDiagRedAoOk,LaunchDiagRedTaOk,LaunchDiagBlueRangeOk,LaunchDiagBlueAoOk,LaunchDiagBlueTaOk,LaunchDiagRedEngagedBlocked,LaunchDiagBlueEngagedBlocked,LaunchDiagRedCooldownBlocked,LaunchDiagBlueCooldownBlocked,LaunchDiagRedKillCooldownBlocked,LaunchDiagBlueKillCooldownBlocked,LaunchDiagRedLockMature,LaunchDiagBlueLockMature,RedGeometryToLaunchRate,BlueGeometryToLaunchRate,RedRangeToGeometryRate,BlueRangeToGeometryRate,RedLaunchRangeMean,RedLaunchRangeP25,RedLaunchRangeP50,RedLaunchRangeP75,RedLaunchAoDegMean,RedLaunchAoDegP50,RedLaunchTaDegMean,RedLaunchTaDegP50,RedLaunchClosingSpeedMean,RedLaunchAltitudeDiffAbsMean,RedLaunchHitRateFromQualityRecords,BlueLaunchRangeMean,BlueLaunchRangeP25,BlueLaunchRangeP50,BlueLaunchRangeP75,BlueLaunchAoDegMean,BlueLaunchAoDegP50,BlueLaunchTaDegMean,BlueLaunchTaDegP50,BlueLaunchClosingSpeedMean,BlueLaunchAltitudeDiffAbsMean,BlueLaunchHitRateFromQualityRecords,RedActionAbsMean,RedActionNearBoundFrac,RedActionNearBoundFracPitch,RedActionNearBoundFracHeading,RedActionNearBoundFracVelocity
135,270000,-0.201277,139.950513,3.913058,-423.8616,0.000000,86.7677,0.000000,0.2,12.7,1096,0,1096,0,0.0000,2.9600,3032,256,22,0,22,3032,0.511628,0.499835,0.006691,0.007256,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.130834,-0.376945,-0.179746,-0.059915,44.378683,14.792894,0.000000,0.000000,0.000000,0.000000,-378.129503,-126.043168,-88.800000,0.894671,0.889160,0.904593,-0.111330,0,1100,0,41,127233,26258,9266,61983,50809,7854,0,66033,0,5,0,0,0,46,0.000000,0.037273,0.000000,0.017747,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3701.845806,3041.709033,3828.111436,4205.766711,26.423713,29.603925,135.235913,135.077980,-14.944219,2016.491888,0.325000,0.601034,0.000929,0.001115,0.000000,0.001672
136,272000,-0.088765,129.789294,3.934734,-422.4159,0.000000,93.6789,0.000000,0.2,12.6,1102,0,1102,0,0.0000,2.9600,3047,259,22,0,22,3047,0.511628,0.499181,0.006655,0.007220,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.129133,-0.376378,-0.177092,-0.059031,44.387604,14.795868,0.000000,0.000000,0.000000,0.000000,-376.697069,-125.565690,-88.800000,0.902573,0.895017,0.915470,-0.102557,0,1292,0,38,119763,26081,7074,55114,41222,9531,0,64649,0,0,0,0,0,38,0.000000,0.029412,0.000000,0.023442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4197.212928,3472.329947,3754.188644,4336.578845,23.700133,22.511504,146.521870,151.403849,-0.584003,1960.355950,0.177778,0.599354,0.000300,0.000300,0.000000,0.000600
137,274000,-0.232358,108.673479,3.959701,-415.9133,0.000000,94.9270,0.000000,0.2,12.2,1106,0,1106,0,0.0000,2.9600,3055,263,22,0,22,3055,0.500000,0.496344,0.006631,0.007201,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.185336,-0.395112,-0.180539,-0.060180,42.934348,14.311449,0.000000,0.000000,0.000000,0.000000,-368.681591,-122.893864,-88.800000,0.908269,0.897855,0.924580,-0.096297,15,1662,1,51,135476,22419,10452,64952,52530,8792,896,72036,0,0,0,0,1,51,0.066667,0.030686,0.000111,0.025588,2145.412445,2145.412445,2145.412445,2145.412445,37.861784,37.861784,94.210453,94.210453,174.285827,2087.804892,0.000000,3941.722678,3243.646379,3809.767488,4474.677455,23.570911,23.154052,140.624380,142.017568,7.003429,1835.805257,0.266667,0.599082,0.000524,0.000524,0.000786,0.000262
138,276000,-0.274166,133.811995,3.978803,-420.6397,0.000000,95.2152,0.000000,0.2,12.0,1111,0,1111,0,0.0000,2.9800,3067,266,22,0,22,3067,0.500000,0.494279,0.006601,0.007173,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.189397,-0.396466,-0.179470,-0.059823,41.459648,13.819883,0.000000,0.000000,0.000000,0.000000,-371.330302,-123.776767,-89.400000,0.915051,0.906197,0.931371,-0.088854,0,1543,0,50,142538,26849,19759,73487,56501,11275,0,71967,0,18,0,0,0,68,0.000000,0.032404,0.000000,0.020997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4288.819276,3588.948917,3999.820720,4725.421306,22.424658,19.921162,141.779602,145.072966,-9.336618,2008.437754,0.180000,0.611304,0.000902,0.001229,0.000492,0.000984
139,278000,-0.164025,127.172345,4.003464,-409.2264,0.000895,98.9066,0.166667,0.2,11.5,1117,1,1116,0,0.0200,2.9200,3077,273,25,0,25,3077,0.531915,0.493109,0.007463,0.008125,0.000896,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.245219,-0.415073,-0.179838,-0.059946,40.178480,13.392827,0.000000,0.000000,0.000000,0.000000,-360.979708,-120.326569,-87.000000,0.923065,0.911148,0.940654,-0.080150,50,1125,3,35,114750,25750,9817,62336,41796,13736,982,58327,0,1,0,0,3,36,0.060000,0.031111,0.000436,0.018047,1341.450128,1210.038384,1470.693151,1537.483383,15.713436,16.341324,128.491587,121.903564,317.761620,1337.154629,1.000000,4106.202562,3269.262008,3814.176639,4619.583263,28.838753,29.125560,145.211005,149.861403,-32.236383,2351.020112,0.210526,0.609447,0.000788,0.000591,0.000887,0.000887
140,280000,-0.263772,148.797311,4.028141,-388.6937,0.000890,94.3987,0.000000,0.2,10.4,1123,1,1122,0,0.0200,2.9200,3090,278,25,0,25,3090,0.531915,0.491803,0.007423,0.008091,0.000891,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.307746,-0.435915,-0.183778,-0.061259,35.447131,11.815710,0.000000,0.000000,0.000000,0.000000,-335.649185,-111.883062,-87.000000,0.929704,0.917590,0.947447,-0.072984,0,1385,0,43,140910,30178,11986,70323,58116,7707,0,70806,0,0,0,0,0,43,0.000000,0.031047,0.000000,0.019695,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3696.260511,3287.622401,3671.173510,4106.197983,26.354945,29.670474,131.715295,128.793601,13.964147,2000.426737,0.375000,0.618581,0.001356,0.001525,0.001017,0.001525
141,282000,-0.299324,107.778777,4.049030,-394.8684,0.000887,92.1943,0.000000,0.1,9.9,1128,1,1127,0,0.0200,2.9200,3100,283,25,0,25,3100,0.520833,0.489499,0.007390,0.008065,0.000887,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.341882,-0.447294,-0.186092,-0.062031,32.612040,10.870680,0.000000,0.000000,0.000000,0.000000,-338.952375,-112.984125,-87.000000,0.936103,0.927150,0.950830,-0.066092,15,1352,1,50,158622,29452,23723,80213,58486,14287,412,82928,0,13,0,0,1,63,0.066667,0.036982,0.000095,0.016855,7714.539097,7714.539097,7714.539097,7714.539097,33.679347,33.679347,95.136006,95.136006,86.813420,5079.854496,0.000000,4136.178871,3380.829416,3839.843451,4947.101813,25.397030,26.667921,147.917854,157.517944,-22.215060,2055.021031,0.234043,0.620743,0.001683,0.001317,0.002414,0.001317
142,284000,-0.248010,128.890923,4.067743,-385.5431,0.000883,92.5369,0.000000,0.1,9.7,1132,1,1131,0,0.0200,2.9200,3108,287,25,0,25,3108,0.500000,0.487682,0.007364,0.008044,0.000884,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.345122,-0.448374,-0.182876,-0.060959,31.412427,10.470809,0.000000,0.000000,0.000000,0.000000,-328.427443,-109.475814,-87.000000,0.941330,0.931375,0.958200,-0.060542,30,1099,2,40,99827,22721,6020,43302,38058,4626,4390,66628,0,0,0,0,2,40,0.066667,0.036397,0.000301,0.025380,3708.535432,2135.129228,3708.535432,5281.941635,27.506366,27.506366,137.999817,137.999817,182.764416,1966.383203,0.000000,4149.599599,3241.507768,3835.750790,5244.493162,21.139698,18.448937,138.592547,138.449434,5.254549,1785.656321,0.318182,0.619880,0.001613,0.002904,0.000323,0.001613
143,286000,-0.264467,92.528752,4.090721,-375.7046,0.000880,81.5853,0.000000,0.2,9.6,1137,1,1136,0,0.0200,2.9000,3122,288,26,0,26,3122,0.520000,0.486748,0.007625,0.008328,0.000880,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.352338,-0.450779,-0.183476,-0.061159,30.786326,10.262109,0.000000,0.000000,0.000000,0.000000,-318.554952,-106.184984,-86.400000,0.950700,0.939690,0.968257,-0.050644,0,1167,0,41,95392,10663,10022,25767,20352,4995,116,73705,0,0,0,0,0,41,0.000000,0.035133,0.000000,0.045290,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3657.995618,3282.714777,3581.992634,4112.071287,28.309653,29.107644,145.173415,146.193406,-0.259742,1942.189497,0.195122,0.615152,0.001417,0.001417,0.001417,0.001417
144,288000,-0.284494,97.716197,4.117646,-377.1379,0.000877,83.2586,0.000000,0.2,9.5,1140,1,1139,0,0.0200,2.9000,3129,290,26,0,26,3129,0.520000,0.483766,0.007605,0.008309,0.000878,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.360783,-0.453594,-0.183967,-0.061322,30.406749,10.135583,0.000000,0.000000,0.000000,0.000000,-319.599812,-106.533271,-86.400000,0.958934,0.946626,0.975698,-0.042015,0,1528,0,54,148328,27578,12630,66703,59072,4447,0,84240,0,0,0,0,0,54,0.000000,0.035340,0.000000,0.022908,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3847.080218,2856.273119,3620.644564,4567.222694,24.463963,22.299724,140.560650,149.831175,-8.256966,1826.328161,0.217391,0.629618,0.002618,0.003095,0.001428,0.003333
145,290000,-0.192144,116.408650,4.142856,-376.0581,0.000874,83.8729,0.000000,0.2,9.2,1144,1,1143,0,0.0200,2.9200,3139,292,26,0,26,3139,0.509804,0.481073,0.007578,0.008283,0.000875,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.369032,-0.456344,-0.186500,-0.062167,30.040446,10.013482,0.000000,0.000000,0.000000,0.000000,-317.542899,-105.847633,-87.000000,0.966510,0.953701,0.981175,-0.034132,15,1571,1,57,157328,18618,18724,52757,40042,11143,545,106571,0,0,0,0,1,57,0.066667,0.036283,0.000095,0.029778,1775.513206,1775.513206,1775.513206,1775.513206,13.313810,13.313810,173.586414,173.586414,270.542869,1774.847148,0.000000,4366.467875,3301.313921,3801.497030,5327.504379,26.369830,28.552810,144.305951,148.841524,-24.932632,2009.827397,0.145161,0.625293,0.001945,0.001795,0.001122,0.002917
146,292000,-0.282068,75.314183,4.166402,-370.9100,0.000873,76.6979,0.000000,0.2,9.1,1146,1,1145,0,0.0200,2.9200,3143,294,26,0,26,3143,0.500000,0.478096,0.007565,0.008272,0.000873,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.365238,-0.455079,-0.185042,-0.061681,29.961995,9.987332,0.000000,0.000000,0.000000,0.000000,-312.321572,-104.107191,-87.000000,0.973683,0.963108,0.985304,-0.026713,27,1475,1,49,108485,10153,13222,30767,21602,9877,1084,81354,0,15,0,0,1,64,0.037037,0.033220,0.000249,0.047941,4100.704748,4100.704748,4100.704748,4100.704748,44.973762,44.973762,111.382972,111.382972,126.648550,1155.359281,0.000000,3832.637141,3070.103476,3654.419743,4338.419609,25.035980,23.242903,141.149716,145.634555,-3.501509,1786.342706,0.140000,0.621200,0.002716,0.003761,0.002820,0.001567
147,294000,-0.218044,124.620866,4.183820,-366.5933,0.000868,69.2054,0.000000,0.2,9.4,1152,1,1151,0,0.0200,2.9200,3154,301,26,0,26,3154,0.490566,0.477084,0.007525,0.008244,0.000869,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.390430,-0.463477,-0.190024,-0.063341,31.103223,10.367741,0.000000,0.000000,0.000000,0.000000,-309.115995,-103.038665,-87.000000,0.978169,0.969078,0.988208,-0.022105,3,1021,1,37,115950,26524,6651,54328,45646,5664,486,63662,0,0,0,0,1,37,0.333333,0.036239,0.000026,0.018793,5043.183017,5043.183017,5043.183017,5043.183017,39.644650,39.644650,143.553114,143.553114,184.156931,4547.021936,0.000000,4034.360138,3243.600499,3636.055578,4118.381898,26.695742,25.156275,128.933510,128.638826,16.910788,1897.056057,0.289474,0.630352,0.003651,0.005172,0.002738,0.003042
148,296000,-0.397473,110.202808,4.199012,-377.2878,0.000865,81.9952,0.000000,0.2,9.8,1156,1,1155,0,0.0200,2.9200,3166,301,26,0,26,3166,0.490566,0.475090,0.007499,0.008212,0.000866,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.337070,-0.445690,-0.186377,-0.062126,33.195418,11.065139,0.000000,0.000000,0.000000,0.000000,-321.959702,-107.319901,-87.000000,0.983427,0.974217,0.995169,-0.016752,0,1646,0,53,136502,16794,9173,51912,42533,6069,0,84590,0,15,0,0,0,68,0.000000,0.032199,0.000000,0.031708,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4089.093797,3307.198106,3963.042292,4532.860349,22.935142,23.728409,147.527661,162.799036,-32.032407,1785.380114,0.120000,0.634178,0.004563,0.003685,0.004475,0.005528
149,298000,-0.243258,69.599400,4.219537,-376.8239,0.000864,80.9887,0.000000,0.2,9.8,1158,1,1157,0,0.0200,2.9200,3168,305,26,0,26,3168,0.456140,0.471850,0.007486,0.008207,0.000864,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.368116,-0.456039,-0.189247,-0.063082,33.478833,11.159611,0.000000,0.000000,0.000000,0.000000,-321.745228,-107.248409,-87.000000,0.991709,0.983832,1.000837,-0.008350,75,1359,4,50,123601,12853,20925,36361,24337,9411,4032,93835,15,0,0,0,19,50,0.053333,0.036792,0.000607,0.037375,7960.760059,7695.811297,9385.297621,9650.246383,42.678838,42.693519,156.512264,161.079852,-3.035114,891.008734,0.000000,4480.989155,3706.597880,4291.996140,5030.538021,24.915359,22.392514,144.908913,158.976712,-0.163819,2152.968632,0.148148,0.634711,0.002663,0.004683,0.001653,0.001653
150,300000,-0.305962,67.336627,4.242141,-381.1113,0.000861,89.4455,0.000000,0.2,10.1,1161,1,1160,0,0.0200,2.9200,3174,308,26,0,26,3174,0.456140,0.470571,0.007467,0.008192,0.000862,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.345206,-0.448402,-0.188462,-0.062821,35.156060,11.718687,0.000000,0.000000,0.000000,0.000000,-327.733534,-109.244511,-87.000000,0.998203,0.992293,1.006775,-0.001818,0,1081,0,31,91066,14544,3593,41881,35426,5742,4235,56348,0,15,0,0,0,46,0.000000,0.028677,0.000000,0.025811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4454.422011,2969.024396,3665.063785,4327.739874,26.754049,27.608515,141.733835,146.651372,-4.456925,2069.699434,0.206897,0.628770,0.002517,0.003147,0.002203,0.002203
151,302000,-0.143412,160.200592,4.264379,-385.4919,0.000856,88.5179,0.000000,0.2,10.4,1168,1,1167,0,0.0000,2.9400,3188,315,28,0,28,3188,0.491228,0.470554,0.007993,0.008783,0.000857,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.312383,-0.437461,-0.190251,-0.063417,35.917539,11.972513,0.000000,0.000000,0.000000,0.000000,-331.706722,-110.568907,-88.200000,1.007641,0.997307,1.018893,0.007574,0,849,0,30,111020,30382,8250,65273,56528,6486,0,49274,0,0,0,0,0,30,0.000000,0.035336,0.000000,0.013007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3842.424236,2899.850077,3887.672838,4485.299167,26.522397,25.708004,140.944675,147.075958,-1.213072,1964.342564,0.281250,0.637176,0.004008,0.006012,0.001718,0.004294
152,304000,-0.128404,36.418888,4.296274,-384.5065,0.000855,89.4758,0.000000,0.2,10.4,1169,1,1168,0,0.0000,2.9400,3189,317,28,0,28,3189,0.491228,0.466637,0.007986,0.008780,0.000856,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.302798,-0.434266,-0.189844,-0.063281,35.916794,11.972265,0.000000,0.000000,0.000000,0.000000,-330.730552,-110.243517,-88.200000,1.018392,1.004495,1.029710,0.018172,0,1496,0,59,124000,8215,16823,36409,21426,10177,0,91636,0,0,0,0,0,59,0.000000,0.039439,0.000000,0.041089,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4111.889554,3370.950023,3791.799007,4359.242407,26.037158,27.758345,148.621143,157.567963,-37.204585,1980.229854,0.075472,0.640683,0.003307,0.002413,0.003485,0.004021
153,306000,-0.079188,120.892574,4.331620,-393.7995,0.000853,90.2028,0.000000,0.2,11.0,1173,1,1172,0,0.0000,2.9000,3198,320,30,0,30,3198,0.483871,0.464488,0.008528,0.009381,0.000853,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.299423,-0.433141,-0.190805,-0.063602,37.585430,12.528477,0.000000,0.000000,0.000000,0.000000,-342.894620,-114.298207,-87.000000,1.031628,1.017859,1.041102,0.031092,75,1401,5,51,118635,18719,16863,47471,33677,9851,6381,81320,0,0,0,0,5,51,0.066667,0.036403,0.000632,0.029513,6683.847512,6647.417731,6964.154700,9071.712504,38.865172,42.050227,132.367995,136.182044,76.896543,2758.047932,0.400000,4205.744950,3335.153312,4284.897805,4916.426041,23.497809,22.007050,140.304823,140.641699,14.935694,1860.626345,0.160714,0.642795,0.004215,0.004478,0.002634,0.005532
154,308000,-0.193711,149.070706,4.367501,-390.8057,0.000849,93.2920,0.000000,0.3,11.8,1178,1,1177,0,0.0000,2.8800,3211,322,31,0,31,3211,0.492063,0.463415,0.008774,0.009654,0.000850,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.279413,-0.426471,-0.190847,-0.063616,41.127723,13.709241,0.000000,0.000000,0.000000,0.000000,-344.063045,-114.687682,-86.400000,1.043087,1.033403,1.050119,0.042161,15,1453,1,44,125398,23304,6924,53706,45153,7652,778,72470,0,0,0,0,1,44,0.066667,0.030282,0.000120,0.027055,3813.692496,3813.692496,3813.692496,3813.692496,37.587129,37.587129,90.784691,90.784691,188.556506,1900.015167,0.000000,3831.441963,3417.259377,3783.771999,4429.794056,25.645707,26.165333,136.558997,128.951364,22.079512,1848.025185,0.319149,0.649676,0.005780,0.004679,0.005230,0.007432
