Iteration,Step,ActorLoss,CriticLoss,LatentEntropy,RedMeanReward,RedWinRate,RedRewardStd,WinRateRecent,RedMissiles,BlueMissiles,Episodes,RedWins,BlueWins,Draws,RedAliveMean,BlueAliveMean,RedDeathsMissile,RedDeathsCrash,BlueDeathsMissile,BlueDeathsCrash,RedMissileHits,BlueMissileHits,RedMissileHitRate,BlueMissileHitRate,KD_Red_AllDeaths,KD_Red_MissileOnly,RWR,RWRDenominatorZero,RewardVersion,RewardMode,ObsNormalization,PIDProfile,PIDThrottleBase,MissileGuidanceMode,CheckpointSchema,ActionDistribution,AltitudeRewardConfigVersion,AltitudeRewardConfig,r_pitch_team_sum,r_pitch_per_agent_mean,r_roll_team_sum,r_roll_per_agent_mean,r_alt_team_sum,r_alt_per_agent_mean,r_bound_team_sum,r_bound_per_agent_mean,r_vel_team_sum,r_vel_per_agent_mean,r_adv_team_sum,r_adv_per_agent_mean,r_end_team,ActionStdMean,ActionStdMin,ActionStdMax,ActionLogStdMean,LaunchDiagRedGeometryOk,LaunchDiagBlueGeometryOk,LaunchDiagRedLaunches,LaunchDiagBlueLaunches,LaunchDiagRedRangeOk,LaunchDiagRedAoOk,LaunchDiagRedTaOk,LaunchDiagBlueRangeOk,LaunchDiagBlueAoOk,LaunchDiagBlueTaOk,LaunchDiagRedEngagedBlocked,LaunchDiagBlueEngagedBlocked,LaunchDiagRedCooldownBlocked,LaunchDiagBlueCooldownBlocked,LaunchDiagRedKillCooldownBlocked,LaunchDiagBlueKillCooldownBlocked,LaunchDiagRedLockMature,LaunchDiagBlueLockMature,RedGeometryToLaunchRate,BlueGeometryToLaunchRate,RedRangeToGeometryRate,BlueRangeToGeometryRate,RedLaunchRangeMean,RedLaunchRangeP25,RedLaunchRangeP50,RedLaunchRangeP75,RedLaunchAoDegMean,RedLaunchAoDegP50,RedLaunchTaDegMean,RedLaunchTaDegP50,RedLaunchClosingSpeedMean,RedLaunchAltitudeDiffAbsMean,RedLaunchHitRateFromQualityRecords,BlueLaunchRangeMean,BlueLaunchRangeP25,BlueLaunchRangeP50,BlueLaunchRangeP75,BlueLaunchAoDegMean,BlueLaunchAoDegP50,BlueLaunchTaDegMean,BlueLaunchTaDegP50,BlueLaunchClosingSpeedMean,BlueLaunchAltitudeDiffAbsMean,BlueLaunchHitRateFromQualityRecords,RedActionAbsMean,RedActionNearBoundFrac,RedActionNearBoundFracPitch,RedActionNearBoundFracHeading,RedActionNearBoundFracVelocity
68,136000,-0.100911,122.184745,2.350618,-377.0931,0.000000,71.2863,0.000000,0.1,6.6,782,0,782,0,0.0000,2.9800,2323,23,14,0,14,2323,0.823529,0.738163,0.005968,0.006027,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.441960,-0.147320,-0.107460,-0.035820,14.885507,4.961836,0.000000,0.000000,0.000000,0.000000,-302.029156,-100.676385,-89.400000,0.533162,0.524196,0.547646,-0.629117,0,1169,0,43,151842,39885,23543,82685,58147,21552,0,69157,0,22,0,0,0,65,0.000000,0.036784,0.000000,0.014138,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3489.950199,2820.688218,3389.267301,3929.633880,30.554164,35.563998,148.441923,155.432311,-35.722008,1684.175686,0.394737,0.422555,0.000000,0.000000,0.000000,0.000000
69,138000,-0.050198,127.232283,2.388345,-375.3769,0.000000,68.8787,0.000000,0.1,6.4,786,0,786,0,0.0000,2.9800,2334,24,14,0,14,2334,0.823529,0.732350,0.005937,0.005998,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.466431,-0.155477,-0.110840,-0.036947,14.041619,4.680540,0.000000,0.000000,0.000000,0.000000,-299.441139,-99.813713,-89.400000,0.539539,0.529948,0.552257,-0.617190,0,1098,0,40,142223,28179,18774,73793,48410,19450,0,68430,0,19,0,0,0,59,0.000000,0.036430,0.000000,0.014879,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3577.296009,3125.666556,3506.881138,4064.317547,29.606743,35.871847,151.681051,164.742085,-26.495198,2047.932469,0.307692,0.432242,0.000000,0.000000,0.000000,0.000000
70,140000,-0.139273,150.031891,2.416365,-378.5996,0.000000,67.7744,0.000000,0.1,6.8,791,0,791,0,0.0000,2.9800,2346,27,14,0,14,2346,0.823529,0.726991,0.005900,0.005968,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.514349,-0.171450,-0.118022,-0.039341,15.878318,5.292773,0.000000,0.000000,0.000000,0.000000,-304.445478,-101.481826,-89.400000,0.543201,0.534329,0.554942,-0.610402,8,1292,0,40,141719,33037,16597,68263,50939,12276,0,73456,0,0,0,0,0,40,0.000000,0.030960,0.000056,0.018927,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3337.334631,2661.619331,3287.902298,4078.651766,25.477194,22.273070,152.815053,163.762175,-33.246963,1504.686655,0.400000,0.431294,0.000000,0.000000,0.000000,0.000000
71,142000,-0.068008,208.814441,2.438422,-386.9904,0.000000,65.3503,0.000000,0.0,6.8,798,0,798,0,0.0000,3.0000,2363,31,14,0,14,2363,0.823529,0.724402,0.005848,0.005925,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.552434,-0.184145,-0.123790,-0.041263,15.418377,5.139459,0.000000,0.000000,0.000000,0.000000,-311.732514,-103.910838,-90.000000,0.547723,0.541252,0.557698,-0.602071,0,905,0,35,151889,43087,20017,80726,59584,16886,0,71163,0,6,0,0,0,41,0.000000,0.038674,0.000000,0.011211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3446.179112,2817.712175,3398.969485,4305.739804,30.798740,37.997361,148.390283,155.922649,-38.844977,1664.438802,0.384615,0.444880,0.000000,0.000000,0.000000,0.000000
72,144000,-0.032464,142.284859,2.459219,-389.8755,0.000000,66.8458,0.000000,0.0,6.7,804,0,804,0,0.0000,3.0000,2381,31,14,0,14,2381,0.823529,0.719770,0.005804,0.005880,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.536127,-0.178709,-0.124517,-0.041506,15.404049,5.134683,0.000000,0.000000,0.000000,0.000000,-314.618868,-104.872956,-90.000000,0.550692,0.543740,0.559773,-0.596653,0,1117,0,46,155290,36797,25071,77222,55263,17808,0,82190,0,29,0,0,0,75,0.000000,0.041182,0.000000,0.014465,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4004.851133,3002.080299,3602.835560,4393.891091,28.293603,36.029155,148.291604,157.969197,-32.024871,1789.102208,0.380952,0.436820,0.000000,0.000000,0.000000,0.000000
73,146000,-0.174280,141.248764,2.473402,-390.7781,0.000000,63.8922,0.000000,0.0,6.7,811,0,811,0,0.0000,3.0000,2399,34,14,0,14,2399,0.823529,0.717190,0.005754,0.005836,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.577010,-0.192337,-0.132084,-0.044028,15.303208,5.101069,0.000000,0.000000,0.000000,0.000000,-315.372159,-105.124053,-90.000000,0.552903,0.544398,0.563126,-0.592670,0,973,0,37,144525,35775,16199,79176,57628,16301,0,72525,0,0,0,0,0,37,0.000000,0.038027,0.000000,0.012289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3715.872672,2978.609910,3401.003843,4304.567372,29.393041,35.794590,143.633056,152.003472,-14.125254,1776.558671,0.452381,0.439102,0.000000,0.000000,0.000000,0.000000
74,148000,-0.132010,139.612602,2.488238,-398.1389,0.000000,68.0471,0.000000,0.0,6.7,816,0,816,0,0.0000,3.0000,2412,36,14,0,14,2412,0.823529,0.712135,0.005719,0.005804,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.581870,-0.193957,-0.131650,-0.043883,15.730765,5.243588,0.000000,0.000000,0.000000,0.000000,-323.156093,-107.718698,-90.000000,0.556642,0.547718,0.565189,-0.585915,0,1212,0,42,150678,31833,22655,75732,50717,19746,0,77233,0,18,0,0,0,60,0.000000,0.034653,0.000000,0.016004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3655.755434,3142.585759,3454.837597,4183.399364,26.362224,25.347357,156.232593,167.752593,-48.618014,1613.828410,0.307692,0.442039,0.000000,0.000000,0.000000,0.000000
75,150000,-0.131730,184.371999,2.509590,-404.4062,0.000000,71.5026,0.000000,0.0,6.8,822,0,822,0,0.0000,3.0000,2425,41,14,0,14,2425,0.823529,0.707410,0.005677,0.005773,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.639514,-0.213171,-0.136081,-0.045360,16.582798,5.527599,0.000000,0.000000,0.000000,0.000000,-330.213375,-110.071125,-90.000000,0.560334,0.553351,0.566928,-0.579271,0,881,0,41,142002,33188,26186,75036,56562,13006,0,73434,0,0,0,0,0,41,0.000000,0.046538,0.000000,0.011741,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4246.448756,3377.089610,4068.517285,5012.867024,26.743245,26.865969,148.460516,162.206742,-37.517052,2236.576338,0.348837,0.444620,0.000000,0.000000,0.000000,0.000000
76,152000,-0.091179,104.336356,2.531433,-407.5122,0.000000,69.7563,0.000000,0.0,7.1,826,0,826,0,0.0000,3.0000,2437,41,14,0,14,2437,0.823529,0.701901,0.005650,0.005745,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.668659,-0.222886,-0.136516,-0.045505,16.910342,5.636781,0.000000,0.000000,0.000000,0.000000,-333.617349,-111.205783,-90.000000,0.564736,0.560822,0.569471,-0.571417,0,1223,0,44,145586,29003,19495,74803,53823,13146,0,72208,0,28,0,0,0,72,0.000000,0.035977,0.000000,0.016350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3398.290076,2916.091472,3333.215002,3837.832348,29.294101,33.413765,143.542853,155.926442,-15.430320,1964.273855,0.368421,0.448019,0.000000,0.000000,0.000000,0.000000
77,154000,-0.228466,159.414761,2.552216,-409.7180,0.000000,71.8478,0.000000,0.0,7.0,833,0,833,0,0.0000,3.0000,2454,45,14,0,14,2454,0.823529,0.699544,0.005602,0.005705,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.736244,-0.245415,-0.142292,-0.047431,15.895535,5.298512,0.000000,0.000000,0.000000,0.000000,-334.734954,-111.578318,-90.000000,0.568029,0.563043,0.571008,-0.565602,0,916,0,36,144977,41858,21678,85196,63475,16246,0,61826,0,0,0,0,0,36,0.000000,0.039301,0.000000,0.010752,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4180.546612,2785.685583,3709.931287,4618.566023,27.569737,34.539042,153.277657,159.091196,-49.582223,1845.545232,0.351351,0.450252,0.000000,0.000000,0.000000,0.000000
78,156000,-0.016975,100.582188,2.572734,-410.5928,0.000000,76.7040,0.000000,0.0,7.0,837,0,837,0,0.0000,3.0000,2464,47,14,0,14,2464,0.823529,0.695456,0.005575,0.005682,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.776647,-0.258882,-0.145842,-0.048614,15.873174,5.291058,0.000000,0.000000,0.000000,0.000000,-335.543459,-111.847820,-90.000000,0.573138,0.568188,0.577007,-0.556650,0,1102,0,35,113430,16974,8345,38253,29693,5663,0,77247,0,15,0,0,0,50,0.000000,0.031760,0.000000,0.028808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3955.997886,2968.202940,3813.680378,4793.575192,25.057743,27.711753,146.546284,155.149926,-13.302821,2065.829113,0.333333,0.456076,0.000000,0.000000,0.000000,0.000000
79,158000,0.026329,133.957470,2.606362,-408.8994,0.000000,78.0552,0.000000,0.0,7.0,844,0,844,0,0.0000,3.0000,2481,51,14,0,14,2481,0.823529,0.693792,0.005529,0.005643,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.782770,-0.260923,-0.146125,-0.048708,17.294602,5.764867,0.000000,0.000000,0.000000,0.000000,-335.265025,-111.755008,-90.000000,0.580676,0.576615,0.584571,-0.543578,0,969,0,33,137264,38678,13120,81242,65834,12507,0,56022,0,0,0,0,0,33,0.000000,0.034056,0.000000,0.011927,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3591.480475,2776.254714,3674.610650,4145.551064,26.774809,27.199448,153.921157,166.671410,-38.458503,1839.810023,0.333333,0.462645,0.000000,0.000000,0.000000,0.000000
80,160000,-0.067928,152.938547,2.638263,-406.9830,0.000000,77.3539,0.000000,0.0,6.9,850,0,850,0,0.0000,3.0000,2493,57,14,0,14,2493,0.823529,0.689055,0.005490,0.005616,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.796235,-0.265412,-0.150411,-0.050137,15.756391,5.252130,0.000000,0.000000,0.000000,0.000000,-331.792760,-110.597587,-90.000000,0.585069,0.583563,0.586837,-0.536028,0,1102,0,42,145064,31815,17829,81195,58669,13415,0,67890,0,2,0,0,0,44,0.000000,0.038113,0.000000,0.013572,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3994.393471,3117.538920,3552.434246,5021.467225,27.765048,31.227028,140.725873,141.307933,-16.912217,2025.067834,0.348837,0.462209,0.000000,0.000000,0.000000,0.000000
81,162000,-0.059190,142.890303,2.665261,-406.0115,0.000000,76.4231,0.000000,0.0,6.9,856,0,856,0,0.0000,3.0000,2508,60,14,0,14,2508,0.823529,0.684872,0.005452,0.005582,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.825846,-0.275282,-0.154864,-0.051621,16.141106,5.380369,0.000000,0.000000,0.000000,0.000000,-331.171863,-110.390621,-90.000000,0.591678,0.589631,0.595681,-0.524805,0,925,0,44,155050,34022,26513,82283,59670,17960,0,73123,0,15,0,0,0,59,0.000000,0.047568,0.000000,0.011242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3624.802862,3075.167549,3459.498381,4166.227952,30.815456,38.803565,144.006265,160.992590,-30.626249,1867.353686,0.428571,0.461597,0.000000,0.000000,0.000000,0.000000
82,164000,-0.170876,117.424542,2.693730,-405.9196,0.000000,75.3259,0.000000,0.0,7.0,859,0,859,0,0.0000,3.0000,2516,61,14,0,14,2516,0.823529,0.679449,0.005433,0.005564,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.858204,-0.286068,-0.157499,-0.052500,16.409114,5.469705,0.000000,0.000000,0.000000,0.000000,-331.312994,-110.437665,-90.000000,0.595590,0.591997,0.602033,-0.518233,0,1350,0,41,112668,16515,11418,36727,28911,5486,0,79502,0,0,0,0,0,41,0.000000,0.030370,0.000000,0.036758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3713.669788,2966.861670,3441.464976,4130.203156,19.873975,17.663824,158.266304,166.292313,-30.777753,1524.801633,0.270833,0.456939,0.000000,0.000000,0.000000,0.000000
83,166000,-0.013825,113.419714,2.713678,-401.8393,0.000000,70.6322,0.000000,0.0,7.3,864,0,864,0,0.0000,3.0000,2529,63,14,0,14,2529,0.823529,0.675842,0.005401,0.005536,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.880179,-0.293393,-0.160023,-0.053341,17.939509,5.979836,0.000000,0.000000,0.000000,0.000000,-328.738591,-109.579530,-90.000000,0.600621,0.597461,0.606928,-0.509818,0,1206,0,39,122939,24666,10782,51992,39377,10279,0,70947,0,1,0,0,0,40,0.000000,0.032338,0.000000,0.023196,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3601.411288,2892.385876,3540.780504,4073.347807,27.039190,24.697237,154.753781,164.517504,-15.159581,1528.250375,0.282051,0.470521,0.000000,0.000000,0.000000,0.000000
84,168000,-0.041320,146.586937,2.746632,-405.0604,0.000000,78.4338,0.000000,0.0,7.3,869,0,869,0,0.0000,3.0000,2540,67,14,0,14,2540,0.777778,0.670893,0.005370,0.005512,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.889351,-0.296450,-0.162148,-0.054049,18.668082,6.222694,0.000000,0.000000,0.000000,0.000000,-332.676910,-110.892303,-90.000000,0.608396,0.603920,0.615093,-0.496960,15,1104,1,44,124406,24834,16811,61864,44659,12281,1096,67807,0,0,0,0,1,44,0.066667,0.039855,0.000121,0.017846,7796.961965,7796.961965,7796.961965,7796.961965,42.206184,42.206184,115.975388,115.975388,63.516652,4501.628691,0.000000,4396.853268,3089.222758,3857.113119,5456.260044,27.353550,25.370225,139.726217,146.474629,-5.069511,2216.001446,0.318182,0.472550,0.000000,0.000000,0.000000,0.000000
85,170000,-0.071969,112.138359,2.778537,-392.6141,0.000000,72.0683,0.000000,0.0,7.5,873,0,873,0,0.0000,3.0000,2551,68,14,0,14,2551,0.777778,0.665016,0.005346,0.005488,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.921912,-0.307304,-0.163463,-0.054488,19.529095,6.509698,0.000000,0.000000,0.000000,0.000000,-321.057768,-107.019256,-90.000000,0.613423,0.608011,0.620133,-0.488735,0,1489,0,50,123719,17359,17684,50229,37417,9870,0,80436,0,15,0,0,0,65,0.000000,0.033580,0.000000,0.029644,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3942.781645,3299.325006,3892.309621,4505.812807,19.924199,16.476303,152.970191,166.368326,-15.602163,1742.655317,0.183673,0.480475,0.000000,0.000000,0.000000,0.000000
86,172000,-0.063909,133.657223,2.806709,-400.7680,0.000000,78.7560,0.000000,0.0,7.6,878,0,878,0,0.0000,3.0000,2564,70,14,0,14,2564,0.777778,0.662875,0.005315,0.005460,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-0.952576,-0.317525,-0.169017,-0.056339,20.078624,6.692875,0.000000,0.000000,0.000000,0.000000,-329.725008,-109.908336,-90.000000,0.620280,0.614619,0.627940,-0.477626,0,876,0,32,117626,23794,11201,56407,42410,9596,0,64036,0,0,0,0,0,32,0.000000,0.036530,0.000000,0.015530,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4055.856461,3590.380750,3993.558410,4380.952717,26.768272,28.622186,142.460693,148.895810,6.416010,2074.068194,0.314286,0.488638,0.000000,0.000000,0.000000,0.000000
87,174000,-0.108814,168.436839,2.839273,-393.7721,0.000000,75.1827,0.000000,0.0,7.7,884,0,884,0,0.0000,3.0000,2576,76,14,0,14,2576,0.777778,0.659667,0.005279,0.005435,0.000000,0,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",-1.018770,-0.339590,-0.174751,-0.058250,21.360854,7.120285,0.000000,0.000000,0.000000,0.000000,-323.939362,-107.979787,-90.000000,0.626505,0.621606,0.635268,-0.467648,0,1023,0,37,137963,36605,19163,84815,64332,13191,0,59043,0,0,0,0,0,37,0.000000,0.036168,0.000000,0.012062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3564.294207,2648.313878,3616.040259,4334.990066,25.396781,23.981444,147.706749,159.962913,11.309848,1705.228247,0.323529,0.495426,0.000000,0.000000,0.000000,0.000000
