Iteration,Step,ActorLoss,CriticLoss,PolicyEntropy,PolicyLoss,EntropyBonus,ActorUpdateAttempts,ActorUpdatesApplied,ActorUpdatesSkipped,CriticUpdateAttempts,CriticUpdatesApplied,CriticUpdatesSkipped,ActionStdDeltaFromInit,ActionStdGrowthRatio,RedMeanReward,RedWinRate,RedRewardStd,WinRateRecent,RedMissiles,BlueMissiles,requested_replay_buffer_size,rollout_horizon_per_env,transitions_per_update,unused_replay_slots,Episodes,InvalidNumericalEpisodes,RedWins,BlueWins,Draws,RedAliveMean,BlueAliveMean,RedDeathsMissile,RedDeathsCrash,BlueDeathsMissile,BlueDeathsCrash,RedMissileHits,BlueMissileHits,RedMissileHitRate,BlueMissileHitRate,KD_Red_AllDeaths,KD_Red_MissileOnly,RWR,RWRDenominatorZero,RewardVersion,RewardMode,EnvironmentProfile,ObsNormalization,PIDProfile,PIDThrottleBase,MissileGuidanceMode,CheckpointSchema,ActionDistribution,AltitudeRewardConfigVersion,AltitudeRewardConfig,r_pitch_team_sum,r_pitch_per_agent_mean,r_roll_team_sum,r_roll_per_agent_mean,r_alt_team_sum,r_alt_per_agent_mean,r_bound_team_sum,r_bound_per_agent_mean,r_vel_team_sum,r_vel_per_agent_mean,r_adv_team_sum,r_adv_per_agent_mean,r_end_team,ActionStdMean,ActionStdMin,ActionStdMax,ActionLogStdMean,LaunchDiagRedGeometryOk,LaunchDiagBlueGeometryOk,LaunchDiagRedLaunches,LaunchDiagBlueLaunches,LaunchDiagRedRangeOk,LaunchDiagRedAoOk,LaunchDiagRedTaOk,LaunchDiagBlueRangeOk,LaunchDiagBlueAoOk,LaunchDiagBlueTaOk,LaunchDiagRedEngagedBlocked,LaunchDiagBlueEngagedBlocked,LaunchDiagRedCooldownBlocked,LaunchDiagBlueCooldownBlocked,LaunchDiagRedKillCooldownBlocked,LaunchDiagBlueKillCooldownBlocked,LaunchDiagRedLockMature,LaunchDiagBlueLockMature,RedGeometryToLaunchRate,BlueGeometryToLaunchRate,RedRangeToGeometryRate,BlueRangeToGeometryRate,RedLaunchRangeMean,RedLaunchRangeP25,RedLaunchRangeP50,RedLaunchRangeP75,RedLaunchAoDegMean,RedLaunchAoDegP50,RedLaunchTaDegMean,RedLaunchTaDegP50,RedLaunchClosingSpeedMean,RedLaunchAltitudeDiffAbsMean,RedLaunchHitRateFromQualityRecords,BlueLaunchRangeMean,BlueLaunchRangeP25,BlueLaunchRangeP50,BlueLaunchRangeP75,BlueLaunchAoDegMean,BlueLaunchAoDegP50,BlueLaunchTaDegMean,BlueLaunchTaDegP50,BlueLaunchClosingSpeedMean,BlueLaunchAltitudeDiffAbsMean,BlueLaunchHitRateFromQualityRecords,RawActionAbsMean,RawActionAbsMeanPitch,RawActionAbsMeanHeading,RawActionAbsMeanVelocity,RawActionOutOfBoundsFrac,RawActionOutOfBoundsFracPitch,RawActionOutOfBoundsFracHeading,RawActionOutOfBoundsFracVelocity,EnvActionNearBoundFrac,EnvActionNearBoundFracPitch,EnvActionNearBoundFracHeading,EnvActionNearBoundFracVelocity,blue_target_switches_total,blue_target_dead_switches,blue_distance_triggered_switches,blue_engaged_triggered_switches,blue_mws_detected_agent_decisions,blue_mws_override_agent_decisions,blue_route_phase_changes,blue_base_heading_command_discontinuities,blue_executed_heading_command_discontinuities,blue_altitude_recovery_frames
1,100,-0.056413,1182.018127,0.650064,-0.023910,0.032503,60,60,0,10,10,0,0.000938,0.300938,-110.8037,0.000000,9.1048,0.000000,0.0,1.0,100,50,100,0,2,0,0,0,2,3.0000,3.0000,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,paper_literal_minimal_unspecified_v1,paper_minimal_joint_v1,paper_minimal_3v3_v1,paper_fixed_v1,paper_minimal_shared_v1,0.000000,paper_minimal_point_mass_v1,vanilla_mappo_paper_env_v4,diag_gaussian_env_clip_v1,eq17_minimal_finite_tail_v1,"{""d_att_max_m"":10000.000001,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.0,""version"":""eq17_minimal_finite_tail_v1""}",0.000000,0.000000,0.000000,0.000000,0.197270,0.065757,0.000000,0.000000,0.000000,0.000000,-111.000949,-37.000316,0.000000,0.300938,0.298979,0.302132,-1.200863,0,155,0,2,3598,3600,0,3598,3600,155,0,0,0,0,0,0,0,2,0.000000,0.012903,0.000000,0.043079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5511.783395,5439.888646,5511.783395,5583.678144,5.825411,5.825411,93.572502,93.572502,318.280070,334.387129,0.000000,0.249071,0.238608,0.274259,0.234347,0.002222,0.000000,0.006667,0.000000,0.002222,0.000000,0.006667,0.000000,0,0,0,0,0,0,0,0,0,0
