Iteration,Step,ActorLoss,CriticLoss,PolicyEntropy,RedMeanReward,RedWinRate,RedRewardStd,WinRateRecent,RedMissiles,BlueMissiles,Episodes,RedWins,BlueWins,Draws,RedAliveMean,BlueAliveMean,RedDeathsMissile,RedDeathsCrash,BlueDeathsMissile,BlueDeathsCrash,RedMissileHits,BlueMissileHits,RedMissileHitRate,BlueMissileHitRate,KD_Red_AllDeaths,KD_Red_MissileOnly,RWR,RWRDenominatorZero,RewardVersion,RewardMode,ObsNormalization,PIDProfile,PIDThrottleBase,MissileGuidanceMode,CheckpointSchema,ActionDistribution,AltitudeRewardConfigVersion,AltitudeRewardConfig,r_pitch_team_sum,r_pitch_per_agent_mean,r_roll_team_sum,r_roll_per_agent_mean,r_alt_team_sum,r_alt_per_agent_mean,r_bound_team_sum,r_bound_per_agent_mean,r_vel_team_sum,r_vel_per_agent_mean,r_adv_team_sum,r_adv_per_agent_mean,r_end_team,ActionStdMean,ActionStdMin,ActionStdMax,ActionLogStdMean,LaunchDiagRedGeometryOk,LaunchDiagBlueGeometryOk,LaunchDiagRedLaunches,LaunchDiagBlueLaunches,LaunchDiagRedRangeOk,LaunchDiagRedAoOk,LaunchDiagRedTaOk,LaunchDiagBlueRangeOk,LaunchDiagBlueAoOk,LaunchDiagBlueTaOk,LaunchDiagRedEngagedBlocked,LaunchDiagBlueEngagedBlocked,LaunchDiagRedCooldownBlocked,LaunchDiagBlueCooldownBlocked,LaunchDiagRedKillCooldownBlocked,LaunchDiagBlueKillCooldownBlocked,LaunchDiagRedLockMature,LaunchDiagBlueLockMature,RedGeometryToLaunchRate,BlueGeometryToLaunchRate,RedRangeToGeometryRate,BlueRangeToGeometryRate,RedLaunchRangeMean,RedLaunchRangeP25,RedLaunchRangeP50,RedLaunchRangeP75,RedLaunchAoDegMean,RedLaunchAoDegP50,RedLaunchTaDegMean,RedLaunchTaDegP50,RedLaunchClosingSpeedMean,RedLaunchAltitudeDiffAbsMean,RedLaunchHitRateFromQualityRecords,BlueLaunchRangeMean,BlueLaunchRangeP25,BlueLaunchRangeP50,BlueLaunchRangeP75,BlueLaunchAoDegMean,BlueLaunchAoDegP50,BlueLaunchTaDegMean,BlueLaunchTaDegP50,BlueLaunchClosingSpeedMean,BlueLaunchAltitudeDiffAbsMean,BlueLaunchHitRateFromQualityRecords,RawActionAbsMean,RawActionAbsMeanPitch,RawActionAbsMeanHeading,RawActionAbsMeanVelocity,RawActionOutOfBoundsFrac,RawActionOutOfBoundsFracPitch,RawActionOutOfBoundsFracHeading,RawActionOutOfBoundsFracVelocity,EnvActionNearBoundFrac,EnvActionNearBoundFracPitch,EnvActionNearBoundFracHeading,EnvActionNearBoundFracVelocity,blue_target_switches_total,blue_target_dead_switches,blue_distance_triggered_switches,blue_engaged_triggered_switches,blue_mws_detected_agent_decisions,blue_mws_override_agent_decisions,blue_route_phase_changes,blue_base_heading_command_discontinuities,blue_executed_heading_command_discontinuities,blue_altitude_recovery_frames
1,4,-0.147435,0.527832,0.645120,1.2003,0.000000,0.0000,0.000000,0.0,0.0,1,0,0,1,1.0000,1.0000,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.000000,paper_eq9,vanilla_mappo_paper_env_v3,diag_gaussian_env_clip_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.000000,0.000000,0.000000,0.000000,0.000340,0.000340,0.000000,0.000000,0.000000,0.000000,1.200000,1.200000,0.000000,0.299911,0.299438,0.300209,-1.204270,0,0,0,0,48,48,0,48,48,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.106411,0.167466,0.082956,0.068811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0
