Step,Iteration,RedMeanReward,RedRewardStd,WinRateRecent,WinRateCumul,RedMissiles,BlueMissiles,requested_replay_buffer_size,rollout_horizon_per_env,transitions_per_update,unused_replay_slots,Episodes,InvalidNumericalEpisodes,RedWins,BlueWins,Draws,RedAliveMean,BlueAliveMean,RedDeathsMissile,RedDeathsCrash,BlueDeathsMissile,BlueDeathsCrash,RedMissileHits,BlueMissileHits,RedMissileHitRate,BlueMissileHitRate,KD_Red_AllDeaths,KD_Red_MissileOnly,RWR,RWRDenominatorZero,RewardVersion,RewardMode,EnvironmentProfile,ObsNormalization,PIDProfile,PIDThrottleBase,MissileGuidanceMode,CheckpointSchema,ActionDistribution,AltitudeRewardConfigVersion,AltitudeRewardConfig,ActionStdMean,ActionStdMin,ActionStdMax,ActionLogStdMean,ActionStdDeltaFromInit,ActionStdGrowthRatio,ActorLoss,CriticLoss,PolicyEntropy,PolicyLoss,EntropyBonus,ActorUpdateAttempts,ActorUpdatesApplied,ActorUpdatesSkipped,CriticUpdateAttempts,CriticUpdatesApplied,CriticUpdatesSkipped,r_pitch,r_roll,r_alt,r_bound,r_vel,r_adv,r_end,r_death,r_pitch_team_sum,r_pitch_per_agent_mean,r_roll_team_sum,r_roll_per_agent_mean,r_alt_team_sum,r_alt_per_agent_mean,r_bound_team_sum,r_bound_per_agent_mean,r_vel_team_sum,r_vel_per_agent_mean,r_adv_team_sum,r_adv_per_agent_mean,r_end_team,LaunchDiagRedGeometryOk,LaunchDiagBlueGeometryOk,LaunchDiagRedLaunches,LaunchDiagBlueLaunches,LaunchDiagRedRangeOk,LaunchDiagRedAoOk,LaunchDiagRedTaOk,LaunchDiagBlueRangeOk,LaunchDiagBlueAoOk,LaunchDiagBlueTaOk,LaunchDiagRedEngagedBlocked,LaunchDiagBlueEngagedBlocked,LaunchDiagRedCooldownBlocked,LaunchDiagBlueCooldownBlocked,LaunchDiagRedKillCooldownBlocked,LaunchDiagBlueKillCooldownBlocked,LaunchDiagRedLockMature,LaunchDiagBlueLockMature,RedGeometryToLaunchRate,BlueGeometryToLaunchRate,RedRangeToGeometryRate,BlueRangeToGeometryRate,RedLaunchRangeMean,RedLaunchRangeP25,RedLaunchRangeP50,RedLaunchRangeP75,RedLaunchAoDegMean,RedLaunchAoDegP50,RedLaunchTaDegMean,RedLaunchTaDegP50,RedLaunchClosingSpeedMean,RedLaunchAltitudeDiffAbsMean,RedLaunchHitRateFromQualityRecords,BlueLaunchRangeMean,BlueLaunchRangeP25,BlueLaunchRangeP50,BlueLaunchRangeP75,BlueLaunchAoDegMean,BlueLaunchAoDegP50,BlueLaunchTaDegMean,BlueLaunchTaDegP50,BlueLaunchClosingSpeedMean,BlueLaunchAltitudeDiffAbsMean,BlueLaunchHitRateFromQualityRecords,RawActionAbsMean,RawActionAbsMeanPitch,RawActionAbsMeanHeading,RawActionAbsMeanVelocity,RawActionOutOfBoundsFrac,RawActionOutOfBoundsFracPitch,RawActionOutOfBoundsFracHeading,RawActionOutOfBoundsFracVelocity,EnvActionNearBoundFrac,EnvActionNearBoundFracPitch,EnvActionNearBoundFracHeading,EnvActionNearBoundFracVelocity
100,1,-110.80368041992188,9.104766845703125,0.0,0.0,0.0,1.0,100,50,100,0,2,0,0,0,2,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,True,paper_literal_minimal_unspecified_v1,paper_minimal_joint_v1,paper_minimal_3v3_v1,paper_fixed_v1,paper_minimal_shared_v1,0.0,paper_minimal_point_mass_v1,vanilla_mappo_paper_env_v4,diag_gaussian_env_clip_v1,eq17_minimal_finite_tail_v1,"{""d_att_max_m"":10000.000001,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.0,""version"":""eq17_minimal_finite_tail_v1""}",0.30093756318092346,0.29897889494895935,0.3021318018436432,-1.200863242149353,0.000937563180923473,0.30093756318092346,-0.05641286941245198,1182.0181274414062,0.6500641902287801,-0.02390965970310693,0.03250321038067341,60,60,0,10,10,0,0.0,0.0,0.19726951718420133,0.0,0.0,-111.00094923032331,0.0,0.0,0.0,0.0,0.0,0.0,0.19726951718420133,0.06575650572806711,0.0,0.0,0.0,0.0,-111.00094923032331,-37.00031641010777,0.0,0,155,0,2,3598,3600,0,3598,3600,155,0,0,0,0,0,0,0,2,0.0,0.012903225806451613,0.0,0.04307948860478043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5511.783395367453,5439.888646259673,5511.783395367453,5583.678144475232,5.825410928320226,5.825410928320226,93.57250150153581,93.57250150153581,318.2800701759646,334.3871289663025,0.0,0.2490712633685002,0.2386084403586574,0.27425857367614903,0.23434677607069412,0.0022222222222222222,0.0,0.006666666666666667,0.0,0.0022222222222222222,0.0,0.006666666666666667,0.0
